Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,3,0,0,142153925X,9781421539256,VIZ Media,The next generation of Yu-Gi-Oh battle it out at the Duel Academy. The semifinal round is here. Will the mysterious (and evil) David Rabb ruin everything?,9.99,"YU-GI-OH! GX, VOL. 7",Naoyuki Kageyama,by Naoyuki Kageyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539256.jpg,http://www.amazon.com/Yu-Gi-Oh-GX-Vol-Naoyuki-Kageyama/dp/142153925X?tag=thenewyorktim-20,,,,,,142153925X9781421539256
2,0,3,0,0,1421540347,9781421540344,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 3",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540344.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540347?tag=thenewyorktim-20,,,,,,14215403479781421540344
3,0,3,0,0,1421538245,9781421538242,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry. Do they have what it takes?,9.99,"BAKUMAN, VOL. 6",Tsugumi Ohba,by Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538242.jpg,http://www.amazon.com/Bakuman-Vol-6-Tsugumi-Ohba/dp/1421538245?tag=thenewyorktim-20,,,,,,14215382459781421538242
4,0,2,0,0,1421539934,9781421539935,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. This edition contains volumes 4, 5 and 6 and features a story about a reality show with live exorcisms.",14.99,"BLEACH (3-IN-1 EDITION), VOL. 2",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539935.jpg,http://www.amazon.com/Bleach-3-1-Edition-Vol/dp/1421539934?tag=thenewyorktim-20,,,,,,14215399349781421539935
5,0,3,0,0,1421540193,9781421540191,VIZ Media,"Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right. This edition collects volumes four, five and six of the regular series.",14.99,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540191.jpg,http://www.amazon.com/Fullmetal-Alchemist-3-1-Edition/dp/1421540193?tag=thenewyorktim-20,,,,,,1421540193978142154019114215401859781421540184
6,0,3,0,0,1421538393,9781421538396,VIZ Media,Another Romeo and Juliet tale: Mizuki is the the lead guitarist in an all-girl rock band. Akira is from an all-boy school and wants to join. Can they become band mates and something more?,12.99,"AI ORE-LOVE ME, VOL. 2",Mayu Shinjo,by Mayu Shinjo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538396.jpg,http://www.amazon.com/AI-Ore-Love-Me-Vol/dp/1421538393?tag=thenewyorktim-20,,,,,,14215383939781421538396
7,0,3,0,0,1421538849,9781421538846,VIZ Media,"This is a story about destiny and Sakura, the princess of a moon kingdom who is fated to wield a legendary sword.",9.99,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 3",Arina Tanemura,by  Arina Tanemura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538846.jpg,http://www.amazon.com/Sakura-Hime-Legend-Princess-SAKURA/dp/1421538849?tag=thenewyorktim-20,,,,,,14215388499781421538846
8,0,7,0,0,1421527685,9781421527680,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 5",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527680.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421527685?tag=thenewyorktim-20,,,,,,14215276859781421527680
9,0,19,0,0,1421534746,9781421534749,VIZ Media,"The origins and true nature of Pain, Naruto’s arch nemesis, are revealed.",9.99,"NARUTO, VOL. 48",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534749.jpg,http://www.amazon.com/Naruto-Vol-48-Cheering-Village/dp/1421534746?tag=thenewyorktim-20,,,,,,14215347469781421534749
10,0,1,0,0,1421539896,9781421539898,VIZ Media,"Get in on the ground floor on the story of Naruto, the student at ninja academy who no one takes seriously. This edition reprints volumes one, two and three of the regular series.",14.99,"NARUTO (3-IN-1 EDITION), VOL. 1",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539898.jpg,http://www.amazon.com/Naruto-3-1-Edition-Uzumaki/dp/1421539896?tag=thenewyorktim-20,,,,,,14215398969781421539898
