List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2010-10-10,2010-10-24,1,0,1,0,0,1421534754,9781421534756,VIZ Media,"Poor Naruto: he must cope with a ninja summit and a target on the back of his good friend, Sasuke.",9.99,"NARUTO, VOL. 49",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534756.jpg,http://www.amazon.com/Naruto-Vol-49-Gokage-Commences/dp/1421534754?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,2,0,1,0,0,142153066X,9781421530666,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 6",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530666.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/142153066X?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,3,0,1,0,0,142153472X,9781421534725,VIZ Media,"The next generation of Yu-Gi-Oh battle it out at the Duel Academy. In this volume, the two best students, Jaden and Chazz, compete.",9.99,"YU-GI-OH! GX, VOL. 5",Kazuki Takahashi and Naoyuki Kageyama,by Kazuki Takahashi and Naoyuki Kageyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534725.jpg,http://www.amazon.com/Yu-Gi-Oh-GX-Vol-Naoyuki-Kageyama/dp/142153472X?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,4,1,3,0,0,1427818762,9781427818768,TOKYOPOP,"From the publisher: ""Get ready to brush up on world history with these handsome and hysterical personifications of the Axis Powers as they meet, become friends and form one of the most powerful alliances the world has ever seen.""",10.99,"HETALIA AXIS POWERS, VOL. 1",Hidekaz Himaruya,by Hidekaz Himaruya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818768.jpg,,,,,,
Manga,2010-10-10,2010-10-24,5,0,1,0,0,1421534711,9781421534718,VIZ Media,"Monkey D. Luffy and his motley crew of would-be pirates search for a legendary treasure called ""One Piece."" In this volume, Luffy gets help from some former foes in an attempt to rescue his brother.",9.99,"ONE PIECE, VOL. 55",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534718.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/1421534711?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,6,0,1,0,0,1421537281,9781421537283,VIZ Media,"Is there a love triangle in bloom? Thanks to a burglary, Teru is staying at Kurosaki’s apartment. Then a woman from his past, Riko, shows up. Uh oh.",9.99,"DENGEKI DAISY, VOL. 2",Kyousuke Motomi,by Kyousuke Motomi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537283.jpg,http://www.amazon.com/Dengeki-Daisy-Vol-Kyousuke-Motomi/dp/1421537281?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,7,5,8,0,0,0759529698,9780759529694,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy. An F.B.I. agent steps in to help, but the evil ""erasers"" lurk around the corner.",12.99,"MAXIMUM RIDE, VOL. 3",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529694.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529698?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,8,0,1,0,0,1421532379,9781421532370,VIZ Media,"Marrying for money is not all fun and games: Sumi committed to Soichiro for security, but ran off with his best friend Nozomu, whose obsession with Sumi is becoming dangerous. Will Soichiro save her?",9.99,"STEPPING ON ROSES, VOL. 3",Rinko Ueda,by Rinko Ueda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421532370.jpg,http://www.amazon.com/Stepping-Roses-Vol-Rinko-Ueda/dp/1421532379?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,9,2,2,0,0,193487681X,9781934876817,Seven Seas,"This series is about life a special island, off the coast of Japan, that is a haven to vampires. In this installment: nanomachines threaten the bloodsuckers.",10.99,"DANCE IN THE VAMPIRE BUND, VOL. 8",Nozomu Tamaki,by Nozomu Tamaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781934876817.jpg,http://www.amazon.com/Dance-Vampire-Bund-Vol-8/dp/193487681X?tag=thenewyorktim-20,,,,,
Manga,2010-10-10,2010-10-24,10,3,2,0,0,1595825320,9781595825322,Dark Horse Comics,"In order to battle a swarm of demons, the Band of the Hawk must take on their own monstrous forms. According to the publisher, this series is all about epic action, gruesome horror and dark humor.",14.99,"BERSERK, VOL. 34",Kentaro Miura,by Kentaro Miura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781595825322.jpg,http://www.amazon.com/Berserk-Vol-34-Kentaro-Miura/dp/1595825320?tag=thenewyorktim-20,,,,,
