Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,4,0,0,0759529728,9780759529724,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy.",12.99,"MAXIMUM RIDE, VOL. 6",James Patterson,by James Patterson,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529724.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529728?tag=thenewyorktim-20,,,,,,07595297289780759529724
2,0,2,0,0,0316228958,9780316228954,Yen Press,"Staz is a vampire obsessed with Japanese culture. When a young Japanese girl he befriends suddenly dies, Staz vows to restore her, especially since it will give him a chance to walk among humans.",18.99,"BLOOD LAD, VOL. 1",Yuuki Kodama,by Yuuki Kodama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316228954.jpg,http://www.amazon.com/Blood-Lad-Vol-Yuuki-Kodama/dp/0316228958?tag=thenewyorktim-20,,,,,,03162289589780316228954
3,0,3,0,0,0316229202,9780316229203,Yen Press,"This is not your typical wonderland: Peter is a man with rabbit ears and Elliott March, the Mad Hatter’s enforcer, is a mafia hitman. How will Alice survive?",11.99,"ALICE IN THE COUNTRY OF HEARTS: MY FANATIC RABBIT, VOL. 1",Quinrose,by Quinrose,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316229203.jpg,http://www.amazon.com/Alice-Country-Hearts-Fanatic-Rabbit/dp/0316229202?tag=thenewyorktim-20,,,,,,03162292029780316229203
4,0,9,0,0,1421549425,9781421549422,VIZ Media,Naruto and his allies battle an army of undead ninjas and an unexpected resurrection throws them all for a loop.,9.99,"NARUTO, VOL. 59",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549422.jpg,http://www.amazon.com/Naruto-Vol-59-Five-Kage/dp/1421549425?tag=thenewyorktim-20,,,,,,14215494259781421549422
5,0,4,0,0,0316217166,9780316217163,Yen Press,Are the magical dreams of Madoka Kaname suddenly becoming a reality?,11.99,"PUELLA MAGI MADOKA MAGICA, VOL. 3",Magica Quartet,by Magica Quartet,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316217163.jpg,http://www.amazon.com/Puella-Magi-Madoka-Magica-Vol/dp/0316217166?tag=thenewyorktim-20,,,,,,03162171669780316217163
6,0,1,0,0,1421551381,9781421551388,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume, Ichigo regains his powers and learns a startling truth about himself.",9.99,"BLEACH, VOL. 54",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421551388.jpg,http://www.amazon.com/Bleach-Vol-54-Tite-Kubo/dp/1421551381?tag=thenewyorktim-20,,,,,,14215513819781421551388
7,0,3,0,0,0316197335,9780316197335,Yen Press,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",11.99,"PANDORA HEARTS, VOL. 13",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316197335.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197335?tag=thenewyorktim-20,,,,,,03161973359780316197335
8,0,5,0,0,1421549808,9781421549804,VIZ Media,"Yuma Tsukumo will stop at nothing to become the Duel Masters champion, but as a rank amateur, the odds are stacked against him. Luckily, he has a mysterious spirit named Astral to help him.",9.99,"YU-GI-OH! ZEXAL, VOL. 2",Kazuki Takahashi,by Kazuki Takahashi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549804.jpg,http://www.amazon.com/Yu-Gi-Oh-Zexal-Vol-Kazuki-Takahashi/dp/1421549808?tag=thenewyorktim-20,,,,,,14215498089781421549804
9,0,5,0,0,1421549212,9781421549217,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy.,9.99,"BLACK BIRD, VOL. 15",Kanoko Sakurakouji,by Kanoko Sakurakouji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549217.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji/dp/1421549212?tag=thenewyorktim-20,,,,,,14215492129781421549217
10,0,30,0,0,0316080845,9780316080842,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 1",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316080842.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316080845?tag=thenewyorktim-20,,,,,,03160808459780316080842
