List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2012-09-08,2012-09-23,1,0,1,0,0,1421542994,9781421542997,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume: Ichigo needs some help his latest battle.,9.99,"BLEACH, VOL. 46",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542997.jpg,http://www.amazon.com/Bleach-Vol-46-Tite-Kubo/dp/1421542994?tag=thenewyorktim-20,,,,,,14215429949781421542997
Manga,2012-09-08,2012-09-23,2,0,1,0,0,1421543001,9781421543000,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume: Ichigo gets more training in his abilities from his father.,9.99,"BLEACH, VOL. 47",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543000.jpg,http://www.amazon.com/Bleach-Vol-47-Tite-Kubo/dp/1421543001?tag=thenewyorktim-20,,,,,,14215430019781421543000
Manga,2012-09-08,2012-09-23,3,0,1,0,0,142154329X,9781421543291,VIZ Media,Monkey D. Luffy and his motley crew of would-be pirates search for a legendary treasure called “One Piece.”,9.99,"ONE PIECE, VOL. 64",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543291.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/142154329X?tag=thenewyorktim-20,,,,,,142154329X9781421543291
Manga,2012-09-08,2012-09-23,4,0,1,0,0,1421542900,9781421542904,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry.,9.99,"BAKUMAN, VOL. 14",Tsugumi Ohba,by Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542904.jpg,http://www.amazon.com/Bakuman-Vol-14-Tsugumi-Ohba/dp/1421542900?tag=thenewyorktim-20,,,,,,14215429009781421542904
Manga,2012-09-08,2012-09-23,5,0,1,0,0,193565442X,9781935654421,"Vertical, Incorporated","Chi, a kitten with a nose for adventure, learns the different between the life of a house cat and one of a stray.",13.95,"CHI'S SWEET HOME, VOL. 9",Konami Kanata,by Konami Kanata,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654421.jpg,http://www.amazon.com/Chis-Sweet-Home-Konami-Kanata/dp/193565442X?tag=thenewyorktim-20,,,,,,193565442X9781935654421
Manga,2012-09-08,2012-09-23,6,0,1,0,0,1935654438,9781935654438,"Vertical, Incorporated","The godfather of manga presents a murder mystery, set in the 1930’s, involving a Japanese reporter and the lives of three Adolfs, including Hitler.",26.95,"MESSAGE TO ADOLF, VOL.  1",Osamu Tezuka,by Osamu Tezuka,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654438.jpg,http://www.amazon.com/Message-Adolf-Part-Osamu-Tezuka/dp/1935654438?tag=thenewyorktim-20,,,,,,19356544389781935654438
Manga,2012-09-08,2012-09-23,7,0,1,0,0,1421542684,9781421542683,VIZ Media,"In a distant future, the government decides to ban books and the libraries have formed their own group to defend their collections.",9.99,"LIBRARY WARS: LOVE AND WAR, VOL. 8",Kiiro Yumi,by Kiiro Yumi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542683.jpg,http://www.amazon.com/Library-Wars-Love-War-Vol/dp/1421542684?tag=thenewyorktim-20,,,,,,14215426849781421542683
Manga,2012-09-08,2012-09-23,8,0,1,0,0,142154170X,9781421541709,VIZ Media,"Lydia Carlton, who is interested in fairy lore, meets Edgar, who is seeking a mystical sword that may be his birthright.",9.99,"THE EARL AND THE FAIRY, VOL. 3",Ayuko,by Ayuko,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421541709.jpg,http://www.amazon.com/The-Earl-Fairy-Vol/dp/142154170X?tag=thenewyorktim-20,,,,,,142154170X9781421541709
Manga,2012-09-08,2012-09-23,9,0,1,0,0,142154265X,9781421542652,VIZ Media,"Asuka Masamune, one of his school's jocks, is hiding a secret. He really likes cooking, manga for girls and sewing. Will falling for Ryo Miyakozuka, the daughter of a martial artist, help him?",9.99,"OTOMEN, VOL. 13",Aya Kanno,by Aya Kanno,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542652.jpg,http://www.amazon.com/Otomen-Vol-13-Aya-Kanno/dp/142154265X?tag=thenewyorktim-20,,,,,,142154265X9781421542652
Manga,2012-09-08,2012-09-23,10,0,1,0,0,1935934929,9781935934929,Seven Seas Entertainment,"In this reimagining of Lewis Carroll's ""Alice's Adventures in Wonderland,"" the Cheshire Cat, disguised as a human named Boris, vies for Alice's affections.",13.99,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 2",QuinRose,by QuinRose,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935934929.jpg,http://www.amazon.com/Alice-Country-Clover-Cheshire-Waltz/dp/1935934929?tag=thenewyorktim-20,,,,,,19359349299781935934929
