List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2012-07-14,2012-07-29,1,0,1,0,0,1612620027,9781612620022,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. Along the way, she recruits other girls to be Sailor Scouts and join her fight against evil.",10.99,"SAILOR MOON, VOL. 6",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620022.jpg,http://www.amazon.com/Sailor-Moon-6-Naoko-Takeuchi/dp/1612620027?tag=thenewyorktim-20,,,,,,16126200279781612620022
Manga,2012-07-14,2012-07-29,2,0,1,0,0,1421543060,9781421543062,VIZ Media,Will an ally of Naruto sacrifice his own life to prevent Naruto from risking his own?,9.99,"NARUTO, VOL. 57",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543062.jpg,http://www.amazon.com/Naruto-Vol-57-Masashi-Kishimoto/dp/1421543060?tag=thenewyorktim-20,,,,,,14215430609781421543062
Manga,2012-07-14,2012-07-29,3,0,1,0,0,1612621201,9781612621203,Kodansha Comics,"Negi, the boy wizard, learns he will be teaching English at an all-girls high school in Japan, but he must keep his powers a secret.",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 35",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612621203.jpg,http://www.amazon.com/Negima-35-Ken-Akamatsu/dp/1612621201?tag=thenewyorktim-20,,,,,,16126212019781612621203
Manga,2012-07-14,2012-07-29,4,0,2,0,0,1421542099,9781421542096,VIZ Media,Life in a high school filled with werewolves and vampires continues.,9.99,"ROSARIO+VAMPIRE: SEASON II, VOL. 9",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542096.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421542099?tag=thenewyorktim-20,,,,,,14215420999781421542096
Manga,2012-07-14,2012-07-29,5,0,2,0,0,1421541394,9781421541396,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume, Karakura Town hangs in the balance of a fierce battle.",9.99,"BLEACH, VOL. 42",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421541396.jpg,http://www.amazon.com/Bleach-Vol-42-Tite-Kubo/dp/1421541394?tag=thenewyorktim-20,,,,,,14215413949781421541396
Manga,2012-07-14,2012-07-29,6,0,2,0,0,142154296X,9781421542966,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,9.99,"BLEACH, VOL. 43",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542966.jpg,http://www.amazon.com/Bleach-Vol-43-Tite-Kubo/dp/142154296X?tag=thenewyorktim-20,,,,,,142154296X9781421542966
Manga,2012-07-14,2012-07-29,7,0,2,0,0,1421543079,9781421543079,VIZ Media,Monkey D. Luffy and his motley crew of would-be pirates search for a legendary treasure called “One Piece.”,9.99,"ONE PIECE, VOL. 63",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543079.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/1421543079?tag=thenewyorktim-20,,,,,,14215430799781421543079
Manga,2012-07-14,2012-07-29,8,0,4,0,0,1421542102,9781421542102,VIZ Media,"15-year-old Allen Walker roams the earth searching for ""Innocence,"" the material used to create weapons that can destroy demons that this fictional version of 19th century England.",9.99,"D. GRAY-MAN, VOL. 21",Katsura Hoshino,by Katsura Hoshino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542102.jpg,http://www.amazon.com/D-Gray-man-Vol-22-Katsura-Hoshino/dp/1421542102?tag=thenewyorktim-20,,,,,,1421540770978142154077114215421029781421542102
Manga,2012-07-14,2012-07-29,9,0,2,0,0,142154136X,9781421541365,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry.,9.99,BAKUMAN VOL. 12,Tsugumi Ohba,by Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421541365.jpg,http://www.amazon.com/Bakuman-Vol-12-Tsugumi-Ohba/dp/142154136X?tag=thenewyorktim-20,,,,,,142154136X9781421541365
Manga,2012-07-14,2012-07-29,10,0,2,0,0,1421542188,9781421542188,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 14",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542188.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421542188?tag=thenewyorktim-20,,,,,,14215421889781421542188
