List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2013-06-01,2013-06-16,1,0,2,0,0,1612620078,9781612620077,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. Along the way, she recruits other girls to be Sailor Scouts and join her fight against evil.",0,"SAILOR MOON, VOL. 11",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620077.jpg,http://www.amazon.com/Sailor-Moon-11-Naoko-Takeuchi/dp/1612620078?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,2,0,4,0,0,1421552485,9781421552484,VIZ Media,"From the publisher: ""With Itachi having stopped Kabuto, it’s time for the Edotensei warriors to finally be returned to the afterlife.""",0,"NARUTO, VOL. 61",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421552484.jpg,http://www.amazon.com/Naruto-Vol-61-Uchiha-Brothers/dp/1421552485?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,3,0,1,0,0,0316250945,9780316250948,Yen Press,"A serial slasher is running amok in Ikebukuro, a district of Tokyo, and some suspect that an infamous demon blade known as ""Saika"" is the weapon being used.",0,"DURARARA: SAIKA ARC, VOL. 2",Ryohgo Narita and Akiyo Satorigi,by Ryohgo Narita and Akiyo Satorigi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316250948.jpg,http://www.amazon.com/Durarara-Saika-Arc-Vol-2/dp/0316250945?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,4,0,2,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,5,0,2,0,0,1937867250,9781937867256,Seven Seas Entertainment,"Alice is further down the rabbit hole. In this adventure, she must deal with the Jokers and solve the mystery of the Circus and the Prison Realm.",0,"ALICE IN THE COUNTRY OF JOKER: CIRCUS AND LIAR'S GAME, VOL. 2",QuinRose,by QuinRose,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781937867256.jpg,http://www.amazon.com/Alice-Country-Joker-Circus-Liars/dp/1937867250?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,6,0,1,0,0,1612622593,9781612622590,Kodansha Comics,"A group of students end up on a deserted island filled with prehistoric creatures. Is this the manga version of ""Lost""?",0,"CAGE OF EDEN, VOL. 10",Yashinobu Yamada,by Yashinobu Yamada,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622590.jpg,http://www.amazon.com/Cage-Eden-10-Yoshinobu-Yamada/dp/1612622593?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,7,0,4,0,0,1421552434,9781421552439,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy.,0,"BLACK BIRD, VOL. 16",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421552439.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji/dp/1421552434?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,8,0,1,0,0,1612620957,9781612620954,Kodansha Comics,"These crime stories are set in a future (year 2030) version of Japan. Will the operatives of Public Security Section 9 be able track down the serial killer and hacker ""The Laughing Man""?",0,"GHOST IN THE SHELL: STAND ALONE COMPLEX, VOL. 4",Yu Kinutani,by Yu Kinutani,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620954.jpg,http://www.amazon.com/Ghost-Shell-Stand-Alone-Complex/dp/1612620957?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,9,0,1,0,0,0316250929,9780316250924,Yen Press,"Staz is a vampire obsessed with Japanese culture. When a young Japanese girl he befriends suddenly dies, Staz vows to restore her, especially since it will give him a chance to walk among humans.",0,"BLOOD LAD, VOL. 3",Yuuki Kodama,by Yuuki Kodama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316250924.jpg,http://www.amazon.com/Blood-Lad-Vol-Yuuki-Kodama/dp/0316250929?tag=thenewyorktim-20,,,,,
Manga,2013-06-01,2013-06-16,10,0,6,0,0,None,9780316244299,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,0,"BLACK BUTLER, VOL. 13",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316244299.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316244295?tag=thenewyorktim-20,,,,,
