Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,1421535440,9781421535449,VIZ Media,Life in a high school filled with werewolves and vampires continues.,9.99,"ROSARIO + VAMPIRE: SEASON II, VOL. 4",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535449.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421535440?tag=thenewyorktim-20,,,,,,14215354409781421535449
2,0,1,0,0,1421536927,9781421536927,VIZ Media,"Fame, romance and broken hearts. In this installment, resentment causes problems on set.",9.99,"SKIP BEAT, VOL. 23",Yoshiki Nakamura,by Yoshiki Nakamura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421536927.jpg,http://www.amazon.com/Skip-Beat-Vol-Yoshiki-Nakamura/dp/1421536927?tag=thenewyorktim-20,,,,,,14215369279781421536927
3,0,1,0,0,1421540320,9781421540320,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 1",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540320.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540320?tag=thenewyorktim-20,,,,,,14215403209781421540320
4,0,1,0,0,1421537303,9781421537306,VIZ Media,"After the death of her brother, Teru Kurebayashi has been receiving comforting messages from Daisy, who communicates through her brother’s cell phone. In this installment, she learns Daisy’s identity.",9.99,"DENGEKI DAISY, VOL. 4",Kyousuke Motomi,by Kyousuke Motomi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537306.jpg,http://www.amazon.com/Dengeki-Daisy-Vol-Kyousuke-Motomi/dp/1421537303?tag=thenewyorktim-20,,,,,,14215373039781421537306
5,1,10,0,0,1421534975,9781421534978,VIZ Media,"Naruto, ninja in training, learns more about his destiny and the fate of his universe.",9.99,"NARUTO, VOL. 50",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534978.jpg,http://www.amazon.com/Naruto-Vol-50-Water-Prison/dp/1421534975?tag=thenewyorktim-20,,,,,,14215349759781421534978
6,0,1,0,0,142153942X,9781421539423,VIZ Media,"More hi jinks for poor Sumi, who secretly married for money and is trying to pass herself off as a true member of high society.",9.99,"STEPPING ON ROSES, VOL. 5",Rinko Ueda,by Rinko Ueda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539423.jpg,http://www.amazon.com/Stepping-Roses-Vol-Rinko-Ueda/dp/142153942X?tag=thenewyorktim-20,,,,,,142153942X9781421539423
7,0,1,0,0,1421538822,9781421538822,VIZ Media,"The destiny of Sakura, the princess of a moon kingdom and who is fated to wield a legendary sword, begins here.",9.99,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 1",Arina Tanemura,by Arina Tanemura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538822.jpg,http://www.amazon.com/Sakura-Hime-Legend-Princess-SAKURA/dp/1421538822?tag=thenewyorktim-20,,,,,,14215388229781421538822
8,0,1,0,0,142153892X,9781421538921,VIZ Media,"Rikuo Nura is part human, part supernatural creature. But his future awaits: to be the leader of a demon clan.",9.99,"NURA, VOL. 2",Hiroshi Shiibashi,by Hiroshi Shiibashi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538921.jpg,http://www.amazon.com/Nura-Rise-Yokai-Clan-Vol/dp/142153892X?tag=thenewyorktim-20,,,,,,142153892X9781421538921
9,3,6,0,0,1421537826,9781421537825,VIZ Media,The next generation of Yu-Gi-Oh battle it out at the Duel Academy. But what evil plans are afoot?,9.99,"YU-GI-OH! GX, VOL. 6",Naoyuki Kageyama,by Naoyuki Kageyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537825.jpg,http://www.amazon.com/Yu-Gi-Oh-GX-Vol-Naoyuki-Kageyama/dp/1421537826?tag=thenewyorktim-20,,,,,,14215378269781421537825
10,2,11,0,0,031608428X,9780316084284,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human? In this volume: butler vs. butler!,11.99,"BLACK BUTLER, VOL. 4",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084284.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/031608428X?tag=thenewyorktim-20,,,,,,031608428X9780316084284
