Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,1,5,0,0,142152676X,9781421526768,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",8.99,"VAMPIRE KNIGHT, VOL. 7",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421526768.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino-ebook/dp/B00F3HJALA?tag=thenewyorktim-20,,,,,,142152676X9781421526768
2,2,8,0,0,1421531356,9781421531359,VIZ Media,"Jiraiya, ninja and mentor to Naruto, put everything he learned about the Akatsuki organization in code. Can Naruto decipher it in time?",7.95,"NARUTO, VOL. 45",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531359.jpg,http://www.amazon.com/Naruto-Vol-45-Battlefied-Konoha-ebook/dp/B00F3HJFWY?tag=thenewyorktim-20,,,,,,14215313569781421531359
3,3,8,0,0,1427808279,9781427808271,TOKYOPOP,"This series is about a family that is possessed by the animals of the Chinese zodiac. Secrets from the past are revealed and Akito, head of the clan, finds her control slipping.",10.99,"FRUITS BASKET, VOL. 23",Natsuki Takaya,by Natsuki Takaya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427808271.jpg,http://www.amazon.com/Fruits-Basket-Vol-Natsuki-Takaya/dp/1427808279?tag=thenewyorktim-20,,,,,,
4,5,4,0,0,1421527642,9781421527642,VIZ Media,"Misao Harada can see the magic hidden in the world, but it turns out to be a a power that demons wants to exploit. Will her childhood friend, Kyo, who is the head of a demon clan, help or hurt her?",8.99,"BLACK BIRD, VOL. 1",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527642.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421527642?tag=thenewyorktim-20,,,,,,
5,4,5,0,0,1421519100,9781421519104,VIZ Media,Tsukune Aono’s new school is filled with vampires and werewolves. How is a human teenager to survive?,7.99,"ROSARIO   VAMPIRE, VOL. 8",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421519104.jpg,http://www.amazon.com/Rosario-Vampire-Vol-Akihisa-Ikeda/dp/1421519100?tag=thenewyorktim-20,,,,,,
6,0,1,0,0,0345512421,9780345512420,Del Rey,"A gaggle of female ninjas plot to bring Raizo, the illegitimate son of a ruling family, to power.",10.99,"NINJA GIRLS, VOL. 1",Hosana Tanaka,by Hosana Tanaka,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345512420.jpg,http://www.amazon.com/Ninja-Girls-1-Hosana-Tanaka/dp/0345512421?tag=thenewyorktim-20,,,,,,
7,0,1,0,0,0345510240,9780345510242,Del Rey,"Zetsubou is a high school teacher with suicidal thoughts. Will he survive his encounters with Kafuka, the ""most optimistic girl in the world""?",10.99,"SAYONARA, ZETSUBOU-SENSEI: VOL., 3",Koji Kumeta,by Koji Kumeta,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345510242.jpg,http://www.amazon.com/Sayonara-Zetsubou-Sensei-Power-Negative-Thinking/dp/0345510240?tag=thenewyorktim-20,,,,,,
8,6,5,0,0,1427815933,9781427815934,TOKYOPOP,"Daisuke Niwa is an ordinary middle school student under a cruse that turns him into a phantom. The only way to cure him is to get Risa, the girl he adores, to fall for him.",10.99,"D. N. ANGEL, VOL. 12",Yukiru Sugisaki,by Yukiru Sugisaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427815934.jpg,http://www.amazon.com/D-N-Angel-Volume-12-Yukiru-Sugisaki/dp/1427815933?tag=thenewyorktim-20,,,,,,
9,9,7,0,0,1421525682,9781421525686,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right. This installment reveals their father’s origin.,9.99,"FULLMETAL ALCHEMIST, VOL. 19",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421525686.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421525682?tag=thenewyorktim-20,,,,,,
10,7,4,0,0,142152600X,9781421526003,VIZ Media,"The protagonist: 15-year-old Allen Walker. The setting: 19th century England. His mission: to find Innocence, a substance used to create weapons to destroy the akuma demons.",7.99,"D. GRAY-MAN, VOL. 14",Katsura Hoshino,by Katsura Hoshino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421526003.jpg,http://www.amazon.com/D-Gray-Man-Vol-14-Song/dp/142152600X?tag=thenewyorktim-20,,,,,,
