List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2010-05-30,2010-06-13,1,0,1,0,0,0345521110,9780345521118,Del Rey,"Negi, the boy wizard, vows to win the martial arts tournament and free his students from slavery.",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 26",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345521118.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-Vol/dp/0345521110?tag=thenewyorktim-20,,,,,,03455211109780345521118
Manga,2010-05-30,2010-06-13,2,1,2,0,0,0316084255,9780316084253,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 2",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084253.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084255?tag=thenewyorktim-20,,,,,,03160842559780316084253
Manga,2010-05-30,2010-06-13,3,2,4,0,0,1421527677,9781421527673,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 4",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527673.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji-ebook/dp/B00F3HJCSQ?tag=thenewyorktim-20,,,,,,14215276779781421527673
Manga,2010-05-30,2010-06-13,4,4,16,0,0,1421533057,9781421533056,VIZ Media,"Naruto learns more secrets from his past and moves closer to discovering the identity of his nemesis, Pain.",9.99,"NARUTO, VOL. 47",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533056.jpg,http://www.amazon.com/Naruto-Vol-47-Seal-Destroyed/dp/1421533057?tag=thenewyorktim-20,,,,,,14215330579781421533056
Manga,2010-05-30,2010-06-13,5,3,2,0,0,0316076082,9780316076081,Yen Press,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",10.99,"PANDORA HEARTS, VOL. 2",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076081.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076082?tag=thenewyorktim-20,,,,,,03160760829780316076081
Manga,2010-05-30,2010-06-13,6,5,17,0,0,0316080845,9780316080842,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 1",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316080842.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316080845?tag=thenewyorktim-20,,,,,,03160808459780316080842
Manga,2010-05-30,2010-06-13,7,0,1,0,0,1934876801,9781934876800,Seven Seas Entertainment,"The bund is a haven for vampires off the coast of Tokyo ruled by Queen Mina Tepes, who finds herself under attack.",10.99,"DANCE IN THE VAMPIRE BUND, VOL. 7",Nozomu Tamaki,by Nozomu Tamaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781934876800.jpg,http://www.amazon.com/Dance-Vampire-Bund-Vol-7/dp/1934876801?tag=thenewyorktim-20,,,,,,19348768019781934876800
Manga,2010-05-30,2010-06-13,8,7,2,0,0,0316085367,9780316085366,Yen Press,"Kobato Hanato is a girl on a mission: to have a single wish granted. But she must first pass various trials that test her common sense which, alas, seems to be lacking.",11.99,"KOBATO, VOL. 1",Clamp,by  Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316085366.jpg,http://www.amazon.com/Kobato-Vol-1-CLAMP/dp/0316085367?tag=thenewyorktim-20,,,,,,03160853679780316085366
Manga,2010-05-30,2010-06-13,9,10,7,0,0,1421531364,9781421531366,VIZ Media,"Tsukune Aono’s new school is filled with vampires and werewolves. And the girl he is interested seems to have eyes for him, but is it his blood she’s after?",9.99,"ROSARIO   VAMPIRE: SEASON II, VOL. 1",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531366.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421531364?tag=thenewyorktim-20,,,,,,14215313649781421531366
Manga,2010-05-30,2010-06-13,10,0,3,0,0,0316073393,9780316073394,Yen Press,"A young merchant finds himself with a companion: Holo, the Wolf-God of the harvest, and encounter some business opportunities.",12.99,"SPICE AND WOLF, VOL. 1",Isuna Hasekura and Keito Koume,by Isuna Hasekura and Keito Koume,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316073394.jpg,http://www.amazon.com/Spice-Wolf-Vol-1-manga/dp/0316073393?tag=thenewyorktim-20,,,,,,03160733939780316073394
