Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,1421531356,9781421531359,VIZ Media,"Jiraiya, ninja and mentor to Naruto, put everything he learned about the Akatsuki organization in code. Can Naruto decipher it in time?",7.95,"NARUTO, VOL. 45",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531359.jpg,http://www.amazon.com/Naruto-Vol-45-Battlefied-Konoha-ebook/dp/B00F3HJFWY?tag=thenewyorktim-20,,,,,,14215313569781421531359
2,0,1,0,0,1427808279,9781427808271,TOKYOPOP,"This series is about a family that is possessed by the animals of the Chinese zodiac. Secrets from the past are revealed and Akito, head of the clan, finds her control slipping.",10.99,"FRUITS BASKET, VOL. 23",Natsuki Takaya,by Natsuki Takaya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427808271.jpg,http://www.amazon.com/Fruits-Basket-Vol-Natsuki-Takaya/dp/1427808279?tag=thenewyorktim-20,,,,,,
3,2,16,0,0,1421529297,9781421529295,VIZ Media,"Naruto’s former teammate, Sasuke, learns vital details about his family’s past.",7.95,"NARUTO, VOL. 43",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421529295.jpg,http://www.amazon.com/Naruto-Vol-43-The-Truth/dp/1421529297?tag=thenewyorktim-20,,,,,,
4,3,14,0,0,1421531348,9781421531342,VIZ Media,The secret history of Sasuke’s family continues to be revealed.,7.95,"NARUTO, VOL. 44",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531342.jpg,http://www.amazon.com/Naruto-Vol-44-Senjutsu-Heir/dp/1421531348?tag=thenewyorktim-20,,,,,,
5,1,5,0,0,0345485904,9780345485908,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,7.95,"BLEACH, VOL. 27",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345485908.jpg,http://www.amazon.com/Manga-Complete-Guide-Jason-Thompson/dp/0345485904?tag=thenewyorktim-20,,,,,,
6,8,15,0,0,1421528436,9781421528434,VIZ Media,Naruto’s teacher Jiraiya must delve deep into the past to uncover the secret of Pain’s origin.,7.95,"NARUTO, VOL. 42",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421528434.jpg,http://www.amazon.com/Naruto-Vol-42-Secret-Mangekyo/dp/1421528436?tag=thenewyorktim-20,,,,,,
7,0,1,0,0,0345510178,9780345510174,Del Rey,"Is the all-girl school where Negi Springfield, the boy wizard teaches English, haunted? What else to think of the strange noises and ghostly figure?",10.99,"NEGIMA!? NEO MAGISTER NEGI MAGI, VOL. 2",Ken Akamatsu and Takuya Fujiyama,by Ken Akamatsu and Takuya Fujiyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345510174.jpg,http://www.amazon.com/Negima-Neo-Magister-Negi-Magi/dp/0345510178?tag=thenewyorktim-20,,,,,,
8,7,3,0,0,0759529469,9780759529465,Yen Press,"Haruhi, a high school student, and her S.O.S. Brigade, dedicated to meeting supernatural beings, play baseball.",10.99,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 3",Nagaru Tanigawa and Gaku Tsugano,by Nagaru Tanigawa and Gaku Tsugano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529465.jpg,http://www.amazon.com/The-Melancholy-Haruhi-Suzumiya-Vol/dp/0759529469?tag=thenewyorktim-20,,,,,,
9,5,5,0,0,,,VIZ Media,"Haruhi, a poor girl at a rich school, is forced to work – as a boy – for the school’s all-male club. The series is described as a “romantic comedy.”",8.99,"OURAN HIGH SCHOOLHOST CLUB, VOL. 12",Bisco Hatori,by Bisco Hatori,,,,,,,,,
10,0,1,0,0,1604961120,9781604961126,Bandai Entertainment,"This series follows four female students in high school: Konata, a manga/anime geek; Miyuki, a brainiac; Kagami, who is shy but tough; and Tsukasa, a sweet, clumsy ditz.",10.99,"LUCKY STAR MANGA, VOL. 1",Kagami Yoshimizu,by Kagami Yoshimizu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781604961126.jpg,http://www.amazon.com/Lucky-Star-Vol-Kagami-Yoshimizu/dp/1604961120?tag=thenewyorktim-20,,,,,,
