List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2012-11-03,2012-11-18,1,0,1,0,0,1612620043,9781612620046,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. Along the way, she recruits other girls to be Sailor Scouts and join her fight against evil.",10.99,"SAILOR MOON, VOL. 8",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620046.jpg,http://www.amazon.com/Sailor-Moon-8-Naoko-Takeuchi/dp/1612620043?tag=thenewyorktim-20,,,,,,16126200439781612620046
Manga,2012-11-03,2012-11-18,2,0,1,0,0,1612622399,9781612622392,Kodansha Comics,"Negi, the boy wizard, learns he will be teaching English at an all-girls high school in Japan, but he must keep his powers a secret.",10.99,"NEGIMA MAGISTER NEGI MAGI, VOL. 36",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622392.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-36/dp/1612622399?tag=thenewyorktim-20,,,,,,16126223999781612622392
Manga,2012-11-03,2012-11-18,3,0,1,0,0,0316200980,9780316200981,Yen Press,"Will 16-year-old Tessa Gray, an American abroad, survive London's supernatural underworld?",12.99,CLOCKWORK ANGEL,Cassandra Clare,by Cassandra Clare,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316200981.jpg,http://www.amazon.com/The-Infernal-Devices-Clockwork-Angel/dp/0316200980?tag=thenewyorktim-20,,,,,,0316200980978031620098114424094609781442409460
Manga,2012-11-03,2012-11-18,4,0,1,0,0,0316225339,9780316225335,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,11.99,"BLACK BUTLER, VOL. 11",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316225335.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316225339?tag=thenewyorktim-20,,,,,,03162253399780316225335
Manga,2012-11-03,2012-11-18,5,0,1,0,0,0316209333,9780316209335,"Little, Brown Book Group Limited","Journey to Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.",11.99,"DURARARA, VOL. 4",Ryohgo Narita,by Ryohgo Narita,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316209335.jpg,http://www.amazon.com/Durarara-Vol-4-Ryohgo-Narita/dp/0316209333?tag=thenewyorktim-20,,,,,,03162093339780316209335
Manga,2012-11-03,2012-11-18,6,0,5,0,0,142154301X,9781421543017,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume, Ichigo undergoes more training.",9.99,"BLEACH, VOL. 48",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543017.jpg,http://www.amazon.com/Bleach-Vol-48-Tite-Kubo/dp/142154301X?tag=thenewyorktim-20,,,,,,142154301X9781421543017
Manga,2012-11-03,2012-11-18,7,0,9,0,0,1421543028,9781421543024,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume, a look at how ""soul catching"" was done 100 years ago.",9.99,"BLEACH, VOL. 36",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533131.jpg,http://www.amazon.com/Bleach-Vol-49-Lost-Agent/dp/1421543028?tag=thenewyorktim-20,,,,,,1421533138978142153313114215430289781421543024
Manga,2012-11-03,2012-11-18,8,0,1,0,0,1935654489,9781935654483,Vertical,"Secret crushes and blackmail. It sounds like this popular manga series, reprinted for the first time in the United States, has perfectly captured high school.",10.95,"FLOWERS OF EVIL, VOL. 3",Shuzo Oshimi,by Shuzo Oshimi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654483.jpg,http://www.amazon.com/Flowers-Evil-Volume-Shuzo-Oshimi/dp/1935654489?tag=thenewyorktim-20,,,,,,19356544899781935654483
Manga,2012-11-03,2012-11-18,9,0,1,0,0,0316197319,9780316197311,"Little, Brown Book Group Limited","Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile.",11.99,"PANDORA HEARTS, VOL. 12",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316197311.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316197319?tag=thenewyorktim-20,,,,,,03161973199780316197311
Manga,2012-11-03,2012-11-18,10,0,7,0,0,1421543281,9781421543284,VIZ Media,"Naruto must battle an army of the undead controlled by Kabuto, who may also be controlling Itachi.",9.99,"NARUTO, VOL. 58",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421543284.jpg,http://www.amazon.com/Naruto-Vol-58-vs-Itachi/dp/1421543281?tag=thenewyorktim-20,,,,,,14215432819781421543284
