List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2011-09-24,2011-10-09,1,0,2,0,0,1935429744,9781935429746,Kodansha Comics,"The incredibly popular manga series that spawned an anime series, stage musicals and countless imitators gets a new printing.",10.99,"SAILOR MOON, VOL. 1",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429746.jpg,http://www.amazon.com/Sailor-Moon-1-Naoko-Takeuchi/dp/1935429744?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,2,0,2,0,0,1935429779,9781935429777,Kodansha Comics,"A predecessor to ""Sailor Moon,"" this collection of stories has never before been printed in the United States.",10.99,"CODENAME: SAILOR V, Vol. 1",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429777.jpg,http://www.amazon.com/Codename-Sailor-V-Vol-1/dp/1935429779?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,3,0,1,0,0,1935429582,9781935429586,Kodansha Comics,"Negi, the boy wizard, learns he will be teaching English at an all-girls high school in Japan, but he must keep his powers a secret.",10.99,"NEGIMA!, VOL. 31",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429586.jpg,http://www.amazon.com/Negima-31-Magister-Negi-Magi/dp/1935429582?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,4,0,1,0,0,1421539624,9781421539621,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right.,9.99,"FULLMETAL ALCHEMIST, VOL. 26",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539621.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421539624?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,5,0,3,0,0,1421539578,9781421539577,VIZ Media,Naruto meets a former classmate and must face-off with him... to the death!,9.99,"NARUTO, VOL. 52",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539577.jpg,http://www.amazon.com/Naruto-Vol-52-Seven-Reunion/dp/1421539578?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,6,0,2,0,0,1421539268,9781421539263,VIZ Media,"Monkey D. Luffy and his motley crew of would-be pirates search for a legendary treasure called “One Piece.” In this volume, the Navy looks to squash the pirate rebellion once and for all.",9.99,"ONE PIECE, VOL. 58",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539263.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/1421539268?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,7,0,3,0,0,1421538431,9781421538433,VIZ Media,"Misao Harada can see into a magical realm where she is the bride demon of prophecy. In the volume, the truth about a past incident is revealed, but is it worth the pain it will cause?",9.99,"BLACK BIRD, VOL. 10",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538433.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421538431?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,8,0,3,0,0,1421533138,9781421533131,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. In this volume, a look at how ""soul catching"" was done 100 years ago.",9.99,"BLEACH, VOL. 36",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533131.jpg,http://www.amazon.com/Bleach-Vol-49-Lost-Agent/dp/1421543028?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,9,0,1,0,0,031611989X,9780316119894,Yen Press,"Based on the prose novel, this story chronicles a bleak future in which a pair of siblings are imprisoned for having magical abilities that will threaten a harsh new world order.",12.99,"WITCH AND WIZARD, VOL. 1",James Patterson and Svetlana Chmakova,by James Patterson and Svetlana Chmakova,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316119894.jpg,http://www.amazon.com/Witch-Wizard-The-Manga-Vol/dp/031611989X?tag=thenewyorktim-20,,,,,
Manga,2011-09-24,2011-10-09,10,0,1,0,0,1421540924,9781421540924,VIZ Media,The Pokemon saga continues with the introduction of two new trainers: Black and White.,4.99,"POKEMON: BLACK AND WHITE, VOL. 3",Hidenori Kusaka,by Hidenori Kusaka,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540924.jpg,http://www.amazon.com/Pok?tag=thenewyorktim-20,,,,,
