Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,1,10,0,0,1421534754,9781421534756,VIZ Media,"Poor Naruto: he must cope with a ninja summit and a target on the back of his good friend, Sasuke.",9.99,"NARUTO, VOL. 49",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534756.jpg,http://www.amazon.com/Naruto-Vol-49-Gokage-Commences/dp/1421534754?tag=thenewyorktim-20,,,,,,14215347549781421534756
2,0,2,0,0,0345521641,9780345521644,Del Rey,"Syaoran faces off against Fei-Wang Reed, a villain willing to destroy the universes to fulfill his desire!",10.99,"TSUBASA: RESERVOIR CHRONICLE, VOL. 28",Clamp,by Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345521644.jpg,http://www.amazon.com/Tsubasa-Reservoir-Chronicle-Volume-28/dp/0345521641?tag=thenewyorktim-20,,,,,,03455216419780345521644
3,0,1,0,0,0316102342,9780316102346,Yen Press,"A young merchant finds himself with a companion: Holo, the Wolf-God of the harvest, and encounter some business opportunities.",10.99,"SPICE AND WOLF, VOL. 3",Isuna Hasekura and Ju Ayakura,by Isuna Hasekura and Ju Ayakura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316102346.jpg,http://www.amazon.com/Spice-Wolf-Vol-3-Manga/dp/0316102342?tag=thenewyorktim-20,,,,,,03161023429780316102346
4,5,11,0,0,1427818762,9781427818768,TOKYOPOP,"From the publisher: ""Get ready to brush up on world history with these handsome and hysterical personifications of the Axis Powers as they meet, become friends and form one of the most powerful alliances the world has ever seen.""",10.99,"HETALIA AXIS POWERS, VOL. 1",Hidekaz Himaruya,by Hidekaz Himaruya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818768.jpg,,,,,,,14278187629781427818768
5,0,4,0,0,1427831475,9781427831477,TOKYOPOP,"Alice wanders into a very different part of Wonderland in this interpretation of the classic tale. In this new area of the fantasy land, every man is in love with Alice... and firearms.",10.99,"ALICE IN THE COUNTRY OF HEARTS, VOL. 5",QuinRose,by QuinRose,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427831477.jpg,http://www.amazon.com/Alice-Country-Hearts-Vol-5/dp/1427831475?tag=thenewyorktim-20,,,,,,14278314759781427831477
6,3,6,0,0,0316084263,9780316084260,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 3",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084260.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084263?tag=thenewyorktim-20,,,,,,03160842639780316084260
7,0,1,0,0,0316119334,9780316119337,Yen Press,"Yui joins an after–school pop music club with the hope of becoming their lead guitarist before the school festival.  Eat your heart out, Rachel Berry!",10.99,"K-ON!, VOL. 1",Kakifly,by  Kakifly,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316119337.jpg,http://www.amazon.com/K-ON-Vol-1-kakifly/dp/0316119334?tag=thenewyorktim-20,,,,,,03161193349780316119337
8,0,1,0,0,1427818193,9781427818195,TOKYOPOP,"This series is about Misaki, a feminist and the president of the student council... who works at a maid cafe. What will happen when ""the sexiest boy at school"" finds out?",10.99,"MAID SAMA!, VOL. 7",Hiro Fujiwara,by Hiro Fujiwara,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818195.jpg,http://www.amazon.com/Maid-Sama-Vol-Hiro-Fujiwara/dp/1427818193?tag=thenewyorktim-20,,,,,,14278181939781427818195
9,0,11,0,0,0759529698,9780759529694,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy. An F.B.I. agent steps in to help, but the evil ""erasers"" lurk around the corner.",12.99,"MAXIMUM RIDE, VOL. 3",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529694.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529698?tag=thenewyorktim-20,,,,,,07595296989780759529694
10,6,5,0,0,1421535149,9781421535142,VIZ Media,"This series is about grade-school boys who want to become professionals in the manga industry. In this installment, they visit a publishing house to pitch their work.",9.99,"BAKUMAN, VOL. 2",Takeshi Obata and Tsugumi Ohba,by Takeshi Obata and Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535142.jpg,http://www.amazon.com/Bakuman-Vol-2-Tsugumi-Ohba/dp/1421535149?tag=thenewyorktim-20,,,,,,14215351499781421535142
