List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2011-07-30,2011-08-14,1,0,2,0,0,0316084301,9780316084307,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human? In this volume: a mystery at the circus.,11.99,"BLACK BUTLER, VOL. 6",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084307.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084301?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,2,0,8,0,0,1421534983,9781421534985,VIZ Media,"Political intrigue abounds! What happened between Danzo, the leader of Konoha, and his brother, Itachi? And where does Naruto fit in?",9.99,"NARUTO, VOL. 51",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534985.jpg,http://www.amazon.com/Naruto-Vol-51-Sasuke-Danzo/dp/1421534983?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,3,0,2,0,0,1935429574,9781935429579,Kodansha Comics,"Negi, the boy wizard, learns the truth about his parents. Will he now seek revenge? Is dark magic tainting him?",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429579.jpg,http://www.amazon.com/Negima-30-Magister-Negi-Magi/dp/1935429574?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,4,0,4,0,0,1421537745,9781421537740,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 9",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537740.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421537745?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,5,0,8,0,0,1421539381,9781421539386,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539386.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421539381?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,6,0,4,0,0,1421539632,9781421539638,VIZ Media,"From the publisher: ""A high-speed Turbo Duel through the streets of Satellite brings Yusei Fudo and his friend Sect face-to-face with an urban legend incarnate!""",9.99,"YU-GI-OH! 5D'S, VOL. 1",Masahiro Hikokubo,by Masahiro Hikokubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539638.jpg,http://www.amazon.com/Yu-Gi-Oh-5Ds-Vol-Masahiro-Hikokubo/dp/1421539632?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,7,0,2,0,0,0316076155,9780316076159,Yen Press,"Oz, who is condemned for a mysterious sin, reunites with his sister, but evil lurks around the corner.",11.99,"PANDORA HEARTS, VOL. 6",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076159.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076155?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,8,0,3,0,0,1935429833,9781935429838,Kodansha Comics,Amu has three guardians who are helping her discover her true self. In this volume: the guardians disappear on the eve of graduation and Amu must find them.,10.99,"SHUGO CHARA!, VOL. 11",Peach-Pit,by Peach-Pit,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429838.jpg,http://www.amazon.com/Shugo-Chara-11-Peach-Pit/dp/1935429833?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,9,0,12,0,0,1421540320,9781421540320,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 1",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540320.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540320?tag=thenewyorktim-20,,,,,
Manga,2011-07-30,2011-08-14,10,0,1,0,0,1935429434,9781935429432,Kodansha Comics,"Hikage Sumino is an eighth grader with no self-esteem and whose social interaction comes from her blog. In this volume, when her worlds intersect, she learns about ""friendship, love and forgiveness.""",17.99,"I AM HERE!, VOL. 2",Ema Toyama,by Ema Toyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429432.jpg,http://www.amazon.com/I-Am-Here-Ema-Toyama/dp/1935429434?tag=thenewyorktim-20,,,,,
