List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2015-03-14,2015-03-29,1,0,2,0,0,1626921202,9781626921207,Seven Seas Entertainment,"A teenager signs up to help mythical creatures assimilate into society. How will he contend being roommates with a sexy snake woman, an alluring centaur girl and a harpy who likes to flirt?",0,"MONSTER MUSUME, VOL. 6",Okayado,by Okayado,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781626921207.jpeg,http://www.amazon.com/Monster-Musume-Vol-6-OKAYADO/dp/1626921202?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,2,0,2,0,0,1421578565,9781421578569,VIZ Media,"As this series barrels toward its conclusion, Naruto and Sasuke must work together to defeat Madara.",0,"NARUTO, VOL. 69",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421578569.jpg,http://www.amazon.com/Naruto-Vol-69-Masashi-Kishimoto/dp/1421578565?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,3,0,2,0,0,1421576848,9781421576848,VIZ Media,A new Turbo Duel hero named Yusei Fudo emerges from the outskirts of New Domino City and he will defeat any challenger thanks to his custom–built Duel Runner.,0,"YU-GI-OH! 5D'S, VOL. 7",Masahiro Hikokubo and Masashi Sato,by Masahiro Hikokubo and Masashi Sato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421576848.jpeg,http://www.amazon.com/Yu-Gi-Oh-5Ds-Vol-Masahiro-Hikokubo/dp/1421576848?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,4,0,2,0,0,1421573806,9781421573809,VIZ Media,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,0,"NISEKOI: FALSE LOVE, VOL. 8",Naoshi Komi,by Naoshi Komi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421573809.jpeg,http://www.amazon.com/Nisekoi-False-Love-Vol-8/dp/1421573806?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,5,0,3,0,0,1421578794,9781421578798,VIZ Media,The beginning of the globe–spanning and multigenerational exploits of the Joestar family are translated into English for the first time.,0,"JOJO'S BIZARRE ADVENTURES: PHANTOM BLOOD, VOL. 1",Hirohiko Araki,by Hirohiko Araki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421578798.jpeg,http://www.amazon.com/JoJos-Bizarre-Adventure-1-Phantom-Blood/dp/1421578794?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,6,0,2,0,0,1421577259,9781421577258,VIZ Media,"Nanami’s journey through time concludes, but will her newfound knowledge of the past jeopardize her relationship with Tomoe?",0,"KAMISAMA KISS, VOL. 17",Julietta Suzuki,by Julietta Suzuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421577258.jpeg,http://www.amazon.com/Kamisama-Kiss-Vol-Julietta-Suzuki/dp/1421577259?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,7,0,1,0,0,1421571536,9781421571539,VIZ Media,"Yuichiro is on a mission to kill every vampire in existence but in order to accomplish his goal, he must become a master of demon–possessed weaponry.",0,"SERAPH OF THE END, VOL. 4",Takaya Kagami and Yamato Yamamoto,by Takaya Kagami and Yamato Yamamoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421571539.jpg,http://www.amazon.com/Seraph-End-Vol-Vampire-Reign/dp/1421571536?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,8,0,89,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,9,0,14,0,0,1616554126,9781616554125,Dark Horse,"Follow the virtual (and musical) adventures of Hatsune Miku and her friends in this collected edition of stories, in black and white and color.",0,UNOFFICIAL HATSUNE MIX,KEI,by KEI,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781616554125.jpeg,http://www.amazon.com/Unofficial-Hatsune-Mix-Miku/dp/1616554126?tag=thenewyorktim-20,,,,,
Manga,2015-03-14,2015-03-29,10,0,10,0,0,031640165X,9780316401654,Yen Press,"Hana meets and falls in love with a man who is a werewolf, but when tragedy strikes, she is forced to raise their children alone in this adaptation of the animated film.",0,WOLF CHILDREN: AME AND YUKI,Mamoru Hosoda and Yu,by Mamoru Hosoda and Yu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316401654.jpeg,http://www.amazon.com/Wolf-Children-Yuki-Mamoru-Hosoda/dp/031640165X?tag=thenewyorktim-20,,,,,
