List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2010-10-31,2010-11-14,1,0,1,0,0,0345521609,9780345521606,Del Rey,"The young wizard Negi Springfield meets a sinister fellow who claims he can solve some mysteries, but at what price?",10.99,NEGIMA! 28,Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345521606.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-Vol/dp/0345521609?tag=thenewyorktim-20,,,,,,03455216099780345521606
Manga,2010-10-31,2010-11-14,2,1,4,0,0,1421534754,9781421534756,VIZ Media,"Poor Naruto: he must cope with a ninja summit and a target on the back of his good friend, Sasuke.",9.99,"NARUTO, VOL. 49",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534756.jpg,http://www.amazon.com/Naruto-Vol-49-Gokage-Commences/dp/1421534754?tag=thenewyorktim-20,,,,,,14215347549781421534756
Manga,2010-10-31,2010-11-14,3,0,1,0,0,0316084263,9780316084260,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 3",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084260.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084263?tag=thenewyorktim-20,,,,,,03160842639780316084260
Manga,2010-10-31,2010-11-14,4,0,1,0,0,0759531277,9780759531277,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",10.99,"SOUL EATER, VOL. 4",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759531277.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0759531277?tag=thenewyorktim-20,,,,,,07595312779780759531277
Manga,2010-10-31,2010-11-14,5,0,1,0,0,0345524128,9780345524126,Del Rey,"Troubled by spirits that only he can see, Watanuki Kimiharo strikes a Faustian bargain with an alluring witch to get rid of them.",10.99,"XXXHOLIC, VOL. 16",Clamp,by Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345524126.jpg,http://www.amazon.com/xxxHolic-Vol-16-CLAMP/dp/0345524128?tag=thenewyorktim-20,,,,,,03455241289780345524126
Manga,2010-10-31,2010-11-14,6,0,1,0,0,0316076104,9780316076104,Yen Press,"Oz has finally escaped the prison known as the Abyss, but his life does not seem much better.",10.99,"PANDORA HEARTS, VOL. 3",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076104.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076104?tag=thenewyorktim-20,,,,,,03160761049780316076104
Manga,2010-10-31,2010-11-14,7,3,6,0,0,1427818762,9781427818768,TOKYOPOP,"From the publisher: ""Get ready to brush up on world history with these handsome and hysterical personifications of the Axis Powers as they meet, become friends and form one of the most powerful alliances the world has ever seen.""",10.99,"HETALIA AXIS POWERS, VOL. 1",Hidekaz Himaruya,by Hidekaz Himaruya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818768.jpg,,,,,,,14278187629781427818768
Manga,2010-10-31,2010-11-14,8,0,1,0,0,031609126X,9780316091268,Yen Press,"This is not your typical night school. The student body at this one includes werewolves, vampires and witches. The curriculum? Spelling and spell-casting.",12.99,"NIGHTSCHOOL, VOL. 4",Svetlana Chmakova,by Svetlana Chmakova,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316091268.jpg,http://www.amazon.com/Nightschool-Vol-The-Weirn-Books/dp/031609126X?tag=thenewyorktim-20,,,,,,031609126X9780316091268
Manga,2010-10-31,2010-11-14,9,2,4,0,0,142153066X,9781421530666,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 6",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530666.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/142153066X?tag=thenewyorktim-20,,,,,,142153066X9781421530666
Manga,2010-10-31,2010-11-14,10,0,1,0,0,0316089532,9780316089531,Yen Press,"The SOS Brigade, a school club dedicated to meeting time travelers or aliens or anyone fantastic, faces off against the Computer Research Society. At stake: the fate of the city!",10.99,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 7",Nagaru Tanigawa and Gaku Tsugano,by Nagaru Tanigawa and Gaku Tsugano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316089531.jpg,http://www.amazon.com/Melancholy-Haruhi-Suzumiya-Vol-Manga/dp/0316089532?tag=thenewyorktim-20,,,,,,03160895329780316089531
