Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,3,0,0,1935934937,9781935934936,Seven Seas Entertainment,"In this reimagining of Lewis Carroll's ""Alice's Adventures in Wonderland,"" the Cheshire Cat, disguised as a human named Boris, vies for Alice's affections.",13.99,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 3",QuinRose,by QuinRose,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935934936.jpg,http://www.amazon.com/Alice-Country-Clover-Cheshire-Waltz/dp/1935934937?tag=thenewyorktim-20,,,,,,19359349379781935934936
2,0,1,0,0,1421552914,9781421552910,VIZ Media,"The popular apocalyptic series, which follows a group of teenagers who pilot giant robots, continues.",9.99,"NEON GENESIS EVANGELION, VOL. 13",Yoshiyuki Sadamoto,by Yoshiyuki Sadamoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421552910.jpg,http://www.amazon.com/Neon-Genesis-Evangelion-Vol-13/dp/1421552914?tag=thenewyorktim-20,,,,,,14215529149781421552910
3,0,3,0,0,1421550849,9781421550848,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 8",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421550848.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421550849?tag=thenewyorktim-20,,,,,,14215508499781421550848
4,0,4,0,0,1421549425,9781421549422,VIZ Media,Naruto and his allies battle an army of undead ninjas and an unexpected resurrection throws them all for a loop.,9.99,"NARUTO, VOL. 59",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549422.jpg,http://www.amazon.com/Naruto-Vol-59-Five-Kage/dp/1421549425?tag=thenewyorktim-20,,,,,,14215494259781421549422
5,0,2,0,0,0316182060,9780316182065,Yen Press,"Alexia Tarabotti, who has no soul and can negate supernatural powers, finds herself in the middle of a vampire mystery. Can she clear her name?",12.99,"SOULLESS, VOL. 2",Gail Carriger,by Gail Carriger,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316182065.jpg,http://www.amazon.com/Soulless-Manga-Vol-Parasol-Protectorate/dp/0316182060?tag=thenewyorktim-20,,,,,,03161820609780316182065
6,0,1,0,0,0316210382,9780316210386,Yen Press,"Talk about a complicated life: a male high school student is murdered, then becomes a zombie, and is then transformed into a magical girl.",11.99,"IS THIS A ZOMBIE?, VOL. 3",Shinichi Kimura and Sacchi,by Shinichi Kimura and Sacchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316210386.jpg,http://www.amazon.com/This-Zombie-Vol-Kore-Desu-ka/dp/0316210382?tag=thenewyorktim-20,,,,,,03162103829780316210386
7,0,4,0,0,1421549794,9781421549798,VIZ Media,Monkey D. Luffy and his motley crew of would-be pirates search for a legendary treasure called “One Piece.”,9.99,"ONE PIECE, VOL. 65",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549798.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/1421549794?tag=thenewyorktim-20,,,,,,14215497949781421549798
8,0,3,0,0,1421548798,9781421548791,VIZ Media,Life in a high school filled with werewolves and vampires continues.,9.99,"ROSARIO±VAMPIRE: SEASON II, VOL. 10",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421548791.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421548798?tag=thenewyorktim-20,,,,,,14215487989781421548791
9,0,3,0,0,1421549476,9781421549477,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 15",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549477.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421549476?tag=thenewyorktim-20,,,,,,14215494769781421549477
10,0,2,0,0,0316229113,9780316229111,Yen Press,"Kraft Lawrence, a young merchant finds himself with a companion: Holo, the Wolf-God of the harvest.",12.99,"SPICE AND WOLF, VOL. 7",Isuna Hasekura,by Isuna Hasekura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316229111.jpg,http://www.amazon.com/Spice-Wolf-Vol-manga/dp/0316229113?tag=thenewyorktim-20,,,,,,03162291139780316229111
