List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2011-07-23,2011-08-07,1,0,1,0,0,0316084301,9780316084307,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human? In this volume: a mystery at the circus.,11.99,"BLACK BUTLER, VOL. 6",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084307.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084301?tag=thenewyorktim-20,,,,,,03160843019780316084307
Manga,2011-07-23,2011-08-07,2,0,1,0,0,1935429574,9781935429579,Kodansha Comics,"Negi, the boy wizard, learns the truth about his parents. Will he now seek revenge? Is dark magic tainting him?",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429579.jpg,http://www.amazon.com/Negima-30-Magister-Negi-Magi/dp/1935429574?tag=thenewyorktim-20,,,,,,19354295749781935429579
Manga,2011-07-23,2011-08-07,3,0,7,0,0,1421534983,9781421534985,VIZ Media,"Political intrigue abounds! What happened between Danzo, the leader of Konoha, and his brother, Itachi? And where does Naruto fit in?",9.99,"NARUTO, VOL. 51",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534985.jpg,http://www.amazon.com/Naruto-Vol-51-Sasuke-Danzo/dp/1421534983?tag=thenewyorktim-20,,,,,,14215349839781421534985
Manga,2011-07-23,2011-08-07,4,0,3,0,0,1421537745,9781421537740,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 9",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537740.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421537745?tag=thenewyorktim-20,,,,,,14215377459781421537740
Manga,2011-07-23,2011-08-07,5,0,7,0,0,1421539381,9781421539386,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539386.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421539381?tag=thenewyorktim-20,,,,,,14215393819781421539386
Manga,2011-07-23,2011-08-07,6,0,3,0,0,1421536919,9781421536910,VIZ Media,"Tsukune Aono’s new school is filled with vampires and werewolves. And the girl he is interested seems to have eyes for him, but is it his blood she’s after?",9.99,"ROSARIO + VAMPIRE: SEASON II, VOL. 5",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421536910.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421536919?tag=thenewyorktim-20,,,,,,14215369199781421536910
Manga,2011-07-23,2011-08-07,7,0,1,0,0,0316076155,9780316076159,Yen Press,"Oz, who is condemned for a mysterious sin, reunites with his sister, but evil lurks around the corner.",11.99,"PANDORA HEARTS, VOL. 6",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076159.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076155?tag=thenewyorktim-20,,,,,,03160761559780316076159
Manga,2011-07-23,2011-08-07,8,0,3,0,0,1421539632,9781421539638,VIZ Media,"From the publisher: ""A high-speed Turbo Duel through the streets of Satellite brings Yusei Fudo and his friend Sect face-to-face with an urban legend incarnate!""",9.99,"YU-GI-OH! 5D'S, VOL. 1",Masahiro Hikokubo,by Masahiro Hikokubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539638.jpg,http://www.amazon.com/Yu-Gi-Oh-5Ds-Vol-Masahiro-Hikokubo/dp/1421539632?tag=thenewyorktim-20,,,,,,14215396329781421539638
Manga,2011-07-23,2011-08-07,9,0,9,0,0,0316071099,9780316071093,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",11.99,THE MAGICIAN KING,Lev Grossman,by Lev Grossman,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780670022311.jpg,http://www.amazon.com/The-Magician-King-Novel-Magicians-ebook/dp/B004XFZ8X2?tag=thenewyorktim-20,,,,,,0316071099978031607109306700223149780670022311
Manga,2011-07-23,2011-08-07,10,0,2,0,0,1935429833,9781935429838,Kodansha Comics,Amu has three guardians who are helping her discover her true self. In this volume: the guardians disappear on the eve of graduation and Amu must find them.,10.99,"SHUGO CHARA!, VOL. 11",Peach-Pit,by Peach-Pit,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429838.jpg,http://www.amazon.com/Shugo-Chara-11-Peach-Pit/dp/1935429833?tag=thenewyorktim-20,,,,,,19354298339781935429838
