List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2013-11-30,2013-12-15,1,0,1,0,0,1612620108,9781612620107,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. This volume includes a homage to ""The Tale of the Bamboo Cutter,"" a Japanese folk tale.",0,"SAILOR MOON SHORT STORIES, VOL. 2",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620107.jpg,http://www.amazon.com/Sailor-Moon-Short-Stories-2/dp/1612620108?tag=thenewyorktim-20,,,,,,16126201089781612620107
Manga,2013-11-30,2013-12-15,2,0,1,0,0,1612625487,9781612625485,Kodansha Comics,Wall Rosé has been breached by the Titans leading Armin and Hange to double their efforts in discovering how the walls can be rebuilt.,0,"ATTACK ON TITAN, VOL. 9",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612625485.jpg,http://www.amazon.com/Attack-Titan-9-Hajime-Isayama/dp/1612625487?tag=thenewyorktim-20,,,,,,16126254879781612625485
Manga,2013-11-30,2013-12-15,3,0,4,0,0,1421558882,9781421558882,VIZ Media,A new Turbo Duel hero named Yusei Fudo emerges from the outskirts of New Domino City and he will defeat any challenger thanks to his custom-built Duel Runner.,0,"YU-GI-OH 5D'S, VOL. 5",Masahiro Hikokubo and Masashi Sato,by Masahiro Hikokubo and Masashi Sato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558882.jpg,http://www.amazon.com/Yu-Gi-Oh-5Ds-Vol-Masahiro-Hikokubo/dp/1421558882?tag=thenewyorktim-20,,,,,,14215588829781421558882
Manga,2013-11-30,2013-12-15,4,0,2,0,0,0316322326,9780316322324,Yen Press,"This series is about an incredibly positive young girl named Yotsuba. In this volume, she learns how to tie her shoes.",0,"YOTSUBA&!, VOL. 12",Kiyohiko Azuma,by Kiyohiko Azuma,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316322324.jpg,http://www.amazon.com/Yotsuba-Vol-12-Kiyohiko-Azuma/dp/0316322326?tag=thenewyorktim-20,,,,,,03163223269780316322324
Manga,2013-11-30,2013-12-15,5,0,2,0,0,0316244325,9780316244329,Yen Press,The Death Weapon Meister Academy face their enemies on multiple fronts as they race to find the evil god Asura before Noah and Medusa.,0,"SOUL EATER, VOL. 17",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316244329.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0316244325?tag=thenewyorktim-20,,,,,,03162443259780316244329
Manga,2013-11-30,2013-12-15,6,0,25,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,,16126202489781612620244
Manga,2013-11-30,2013-12-15,7,0,2,0,0,0316182036,9780316182034,Yen Press,Alexia is shocked to discover that she is pregnant and becomes ostracized and dismissed by the Shadow Council as a result.,0,"SOULLESS, VOL. 3",Gail Carriger and Rem,by Gail Carriger and Rem,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316182034.jpg,http://www.amazon.com/Soulless-Manga-Vol-Parasol-Protectorate/dp/0316182036?tag=thenewyorktim-20,,,,,,03161820369780316182034
Manga,2013-11-30,2013-12-15,8,0,1,0,0,0316401188,9780316401180,Yen Press,"This series adapts the plot from the role-playing video game, where Roxas joins the mysterious Organization XIII.",0,"KINGDOM HEARTS 358/2 DAYS, VOL. 1",Shiro Amano,by Shiro Amano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316401180.jpg,http://www.amazon.com/Kingdom-Hearts-358-Days-Vol/dp/0316401188?tag=thenewyorktim-20,,,,,,03164011889780316401180
Manga,2013-11-30,2013-12-15,9,0,4,0,0,1421558858,9781421558851,VIZ Media,"In this latest volume, Naruto battles Tobi, who has brought the demonic Gedo statue to life.",0,"NARUTO, VOL. 63",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558851.jpg,http://www.amazon.com/Naruto-Vol-63-World-Dreams/dp/1421558858?tag=thenewyorktim-20,,,,,,14215588589781421558851
Manga,2013-11-30,2013-12-15,10,0,12,0,0,1612620264,9781612620268,Kodansha Comics,"Mankind has gone into hiding to escape the giant humanoids known as the Titans. In this volume, what happens when a human boy becomes a Titan?",0,"ATTACK ON TITAN, VOL. 3",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620268.jpg,http://www.amazon.com/Attack-Titan-3-Hajime-Isayama/dp/1612620264?tag=thenewyorktim-20,,,,,,16126202649781612620268
