Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,1,4,0,0,1421533049,9781421533049,VIZ Media,"Naruto’s friends are threatened, the mysteries of Pain deepen and Naruto must fight to protect his village.",9.99,NARUTO 46,Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533049.jpg,http://www.amazon.com/Naruto-Vol-46-Returns/dp/1421533049?tag=thenewyorktim-20,,,,,,14215330499781421533049
2,2,3,0,0,142152354X,9781421523545,VIZ Media,Tsukune Aono’s new school is filled with vampires and werewolves. How is a human teenager to survive?,9.99,"ROSARIO   VAMPIRE, VOL. 9",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421523545.jpg,http://www.amazon.com/Rosario-Vampire-Vol-Akihisa-Ikeda/dp/142152354X?tag=thenewyorktim-20,,,,,,
3,0,1,0,0,0759530017,9780759530010,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",10.99,"SOUL EATER, VOL. 3",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759530010.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0759530017?tag=thenewyorktim-20,,,,,,07595300179780759530010
4,0,1,0,0,1421532255,9781421532257,VIZ Media,The detective known as L is scheduled to die in 23 days. That leaves him with 22 days to stop a terrorist group from unleashing a virus upon the world.,17.99,"DEATH NOTE: L, CHANGE THE WORLD",M,by  M,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421532257.jpg,http://www.amazon.com/Death-Note-L-Change-World/dp/1421532255?tag=thenewyorktim-20,,,,,,14215322559781421532257
5,0,1,0,0,1421530066,9781421530062,VIZ Media,"Yugi, the king of games, must face off against Yako Tenma, the protege of a Maxmilion Pegasus, who Yugi had previously vanquished.",9.99,"YU-GI-OH! R, VOL. 1",Kazuki Takahashi and Akira Ito,by Kazuki Takahashi and Akira Ito,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530062.jpg,http://www.amazon.com/Yu-Gi-Oh-R-Vol-Akira-Ito/dp/1421530066?tag=thenewyorktim-20,,,,,,
6,6,6,0,0,1421530341,9781421530345,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right. But others seek the weapon of alchemy for their own nefarious means.,9.99,"FULLMETAL ALCHEMIST, VOL. 20",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530345.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421530341?tag=thenewyorktim-20,,,,,,
7,4,3,0,0,1427816255,9781427816252,TOKYOPOP,"Karin, a vampire who every month bleeds profusely from her nose, is kidnapped by a gang of vampires who want to use her blood for their own survival.",10.99,"CHIBI VAMPIRE, VOL. 14",Yuna Kagesaki,by Yuna Kagesaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427816252.jpg,http://www.amazon.com/Chibi-Vampire-Vol-Yuna-Kagesaki/dp/1427816255?tag=thenewyorktim-20,,,,,,
8,5,3,0,0,0061340839,9780061340833,TOKYOPOP,"The romance between Raven, a goth girl, and Alexander, a vampire, continues to be plagued by Alexander’s cousin, Claude, who is half-human and half-vampire.",9.99,"VAMPIRE KISSES VOL. 3, BLOOD RELATIVES","Ellen Schreiber, Elisa Kwon and  Rem","by Ellen Schreiber, Elisa Kwon and  Rem",,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780061340833.jpg,http://www.amazon.com/Blood-Relatives-Vampire-Kisses-Book/dp/0061340839?tag=thenewyorktim-20,,,,,,
9,0,1,0,0,1421530767,9781421530765,VIZ Media,"Haine, who was given away to another family as part of a business loan, reunites with her blood relatives. Meanwhile, the twins Shizumasa and Takanari fight over their love for her.",9.99,"THE GENTLEMEN’S ALLIANCE, VOL. 10",Arina Tanemura,by Arina Tanemura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530765.jpg,http://www.amazon.com/The-Gentlemens-Alliance-Cross-Vol/dp/1421530767?tag=thenewyorktim-20,,,,,,
10,9,7,0,0,1421523868,9781421523866,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,7.95,"BLEACH, VOL. 28",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421523866.jpg,http://www.amazon.com/Bleach-Vol-28-Tite-Kubo/dp/1421523868?tag=thenewyorktim-20,,,,,,
