List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2011-07-02,2011-07-17,1,1,4,0,0,1421534983,9781421534985,VIZ Media,"Political intrigue abounds! What happened between Danzo, the leader of Konoha, and his brother, Itachi? And where does Naruto fit in?",9.99,"NARUTO, VOL. 51",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534985.jpg,http://www.amazon.com/Naruto-Vol-51-Sasuke-Danzo/dp/1421534983?tag=thenewyorktim-20,,,,,,14215349839781421534985
Manga,2011-07-02,2011-07-17,2,2,4,0,0,1421539381,9781421539386,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539386.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421539381?tag=thenewyorktim-20,,,,,,14215393819781421539386
Manga,2011-07-02,2011-07-17,3,0,7,0,0,0316071099,9780316071093,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",11.99,THE MAGICIAN KING,Lev Grossman,by Lev Grossman,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780670022311.jpg,http://www.amazon.com/The-Magician-King-Novel-Magicians-ebook/dp/B004XFZ8X2?tag=thenewyorktim-20,,,,,,0316071099978031607109306700223149780670022311
Manga,2011-07-02,2011-07-17,4,3,4,0,0,1421539241,9781421539249,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right.,9.99,"FULLMETAL ALCHEMIST, VOL. 25",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539249.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421539241?tag=thenewyorktim-20,,,,,,14215392419781421539249
Manga,2011-07-02,2011-07-17,5,4,4,0,0,1421538709,9781421538709,VIZ Media,"In this romantic comedy, Haruhi, a poor girl at a rich school, is forced to work — as a boy — for the school’s all-male club.",9.99,"OURAN HIGH SCHOOL HOST CLUB, VOL. 16",Bisco Hatori,by Bisco Hatori,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538709.jpg,http://www.amazon.com/Ouran-High-School-Host-Club/dp/1421538709?tag=thenewyorktim-20,,,,,,14215387099781421538709
Manga,2011-07-02,2011-07-17,6,6,4,0,0,142153312X,9781421533124,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,9.99,"BLEACH, VOL. 35",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533124.jpg,http://www.amazon.com/Bleach-Vol-35-Tite-Kubo/dp/142153312X?tag=thenewyorktim-20,,,,,,142153312X9781421533124
Manga,2011-07-02,2011-07-17,7,5,4,0,0,1421540339,9781421540337,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 2",Kato Kazue,by Kato Kazue,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540337.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540339?tag=thenewyorktim-20,,,,,,14215403399781421540337
Manga,2011-07-02,2011-07-17,8,10,11,0,0,1421540320,9781421540320,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 1",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540320.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540320?tag=thenewyorktim-20,,,,,,14215403209781421540320
Manga,2011-07-02,2011-07-17,9,8,10,0,0,0759529701,9780759529700,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy. In this volume: has the temporary safe haven dulled their edge? No worries, there are secrets even here.",12.99,"MAXIMUM RIDE, VOL. 4",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529700.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529701?tag=thenewyorktim-20,,,,,,07595297019780759529700
Manga,2011-07-02,2011-07-17,10,0,7,0,0,1421535807,9781421535807,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 8",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535807.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji-ebook/dp/B00F3HJPYM?tag=thenewyorktim-20,,,,,,14215358079781421535807
