Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,3,0,0,1421561395,9781421561394,VIZ Media,"In this latest volume, Naruto stands up to Tobi and the Allied Shinobi Forces battle the Ten-Tailed Beast.",0,"NARUTO, VOL. 64",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421561394.jpg,http://www.amazon.com/Naruto-Vol-64-Ten-Tails/dp/1421561395?tag=thenewyorktim-20,,,,,,14215613959781421561394
2,0,1,0,0,0316369020,9780316369022,Yen Press,"Ciel enters a college cricket tournament to earn an invitation to the exclusive ""Midnight Tea Party"" hosted by the school's headmaster.",0,"BLACK BUTLER, VOL. 16",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316369022.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316369020?tag=thenewyorktim-20,,,,,,03163690209780316369022
3,0,3,0,0,1626920036,9781626920033,Seven Seas Entertainment,"A teenager signs up to help mythical creatures assimilate into society. How will he handle being roommates with a sexy snake woman, an alluring centaur girl and a harpy who likes to flirt?",0,"MONSTER MUSUME, VOL. 2",Okayado,by Okayado,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781626920033.jpg,http://www.amazon.com/Monster-Musume-Vol-2-OKAYADO/dp/1626920036?tag=thenewyorktim-20,,,,,,16269200369781626920033
4,0,1,0,0,0316322040,9780316322041,Yen Press,Tomoko Kuroki comes to a harsh realization when she begins high school: she's horribly unpopular!,0,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 2",Nico Tanigawa,by Nico Tanigawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316322041.jpg,http://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316322040?tag=thenewyorktim-20,,,,,,03163220409780316322041
5,0,33,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,,16126202489781612620244
6,0,4,0,0,1612626769,9781612626765,Kodansha Comics,"The 104th Training Corps stop for a much-needed respite in Utgard Castle, but their plans to rest are foiled when they discover that the Titans are now attacking at night.",0,"ATTACK ON TITAN, VOL. 10",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612626765.jpg,http://www.amazon.com/Attack-Titan-10-Hajime-Isayama/dp/1612626769?tag=thenewyorktim-20,,,,,,16126267699781612626765
7,0,1,0,0,1612624111,9781612624112,Kodansha Comics,"At the Grand Magic Games, Ezra boldly claims that she will fight 100 monsters at once to reclaim Fairy Tail's honor.",0,"FAIRY TAIL, VOL. 34",Hiro Mashima,by Hiro Mashima,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612624112.jpeg,http://www.amazon.com/Fairy-Tail-34-Hiro-Mashima/dp/1612624111?tag=thenewyorktim-20,,,,,,16126241119781612624112
8,0,1,0,0,1937867943,9781937867942,Seven Seas Entertainment,"Otogi Grimm, a distant descendant of the Brothers Grimm, is shocked to discover that some of their famous fairy tale characters are not only real, but evil!",0,"DICTATORIAL GRIMOIRE, VOL. 2",Ayumi Kanou,by Ayumi Kanou,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781937867942.jpeg,http://www.amazon.com/Dictatorial-Grimoire-White-Volume-Grimore/dp/1937867943?tag=thenewyorktim-20,,,,,,19378679439781937867942
9,0,3,0,0,1421561077,9781421561073,VIZ Media,"Yuma forms the Numbers Club, whose purpose is to find new Numbers Cards and foil the evil plans of Dr. Faker.",0,"YU-GI-OH! ZEXAL, VOL. 4",Shin Yoshida and Naohito Miyoshi,by Shin Yoshida and Naohito Miyoshi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421561073.jpg,http://www.amazon.com/Yu-Gi-Oh-Zexal-Vol-Shin-Yoshida/dp/1421561077?tag=thenewyorktim-20,,,,,,14215610779781421561073
10,0,3,0,0,1421557991,9781421557991,VIZ Media,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father's rival.,0,"NISEKOI: FALSE LOVE, VOL. 1",Naoshi Komi,by Naoshi Komi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421557991.jpg,http://www.amazon.com/Nisekoi-False-Love-Vol-1/dp/1421557991?tag=thenewyorktim-20,,,,,,14215579919781421557991
