Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,1427818762,9781427818768,TOKYOPOP,"From the publisher: ""Get ready to brush up on world history with these handsome and hysterical personifications of the Axis Powers as they meet, become friends and form one of the most powerful alliances the world has ever seen.""",10.99,"HETALIA AXIS POWERS, VOL. 1",Hidekaz Himaruya,by Hidekaz Himaruya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818768.jpg,,,,,,,14278187629781427818768
2,2,6,0,0,0759529698,9780759529694,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy. An F.B.I. agent steps in to help, but the evil ""erasers"" lurk around the corner.",12.99,"MAXIMUM RIDE, VOL. 3",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529694.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529698?tag=thenewyorktim-20,,,,,,07595296989780759529694
3,1,4,0,0,142152810X,9781421528106,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,9.99,"BLEACH,  VOL. 32",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421528106.jpg,http://www.amazon.com/Bleach-Vol-32-Tite-Kubo/dp/142152810X?tag=thenewyorktim-20,,,,,,142152810X9781421528106
4,3,4,0,0,1427818908,9781427818904,TOKYOPOP,"Alice wanders into a very different part of Wonderland in this interpretation of the classic tale. In this new area of the fantasy land, every man is in love with Alice... and firearms.",10.99,"ALICE IN THE COUNTRY OF HEARTS, VOL. 4",Quinrose and Hoshino Soumei,by Quinrose and Hoshino Soumei,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427818904.jpg,http://www.amazon.com/Alice-Country-Hearts-Vol-4/dp/1427818908?tag=thenewyorktim-20,,,,,,14278189089781427818904
5,5,17,0,0,1421534746,9781421534749,VIZ Media,"The origins and true nature of Pain, Naruto’s arch nemesis, are revealed.",9.99,"NARUTO, VOL. 48",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534749.jpg,http://www.amazon.com/Naruto-Vol-48-Cheering-Village/dp/1421534746?tag=thenewyorktim-20,,,,,,14215347469781421534749
6,4,2,0,0,1421534355,9781421534350,VIZ Media,"In this dark future, the required elements for survival are sword, gun, courage and luck.",12.99,"DOGS, VOL. 4",Shirow Miwa,by Shirow Miwa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534350.jpg,http://www.amazon.com/Dogs-Bullets-Carnage-Vol-4/dp/1421534355?tag=thenewyorktim-20,,,,,,14215343559781421534350
7,10,8,0,0,1421535130,9781421535135,VIZ Media,"This manga series is about Moritaka Mashiro, who enjoys drawing and Akito Takagi, a would-be writer, who team up to create a manga series. Will they survive the world of publishing?",9.99,"BAKUMAN, VOL. 1",Tsugumi Ohba and Takeshi Obata,by Tsugumi Ohba and Takeshi Obata,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535135.jpg,http://www.amazon.com/Bakuman-Vol-1-Tsugumi-Ohba/dp/1421535130?tag=thenewyorktim-20,,,,,,14215351309781421535135
8,0,1,0,0,1421532697,9781421532691,VIZ Media,"In the concluding chapter of this series, Shana, who wields a deadly sword, may be in for the battle of her life.",9.99,"SHAKUGAN NO SHANA, VOL. 6",Yashichiro Takahashi and Ayato Sasakura,by Yashichiro Takahashi and Ayato Sasakura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421532691.jpg,http://www.amazon.com/Shakugan-no-Shana-Vol-6/dp/1421532697?tag=thenewyorktim-20,,,,,,14215326979781421532691
9,0,14,0,0,0316084255,9780316084253,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 2",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084253.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084255?tag=thenewyorktim-20,,,,,,03160842559780316084253
10,0,6,0,0,1421531372,9781421531373,VIZ Media,"Tsukune Aono’s new school is filled with vampires and werewolves. And the girl he is interested seems to have eyes for him, but is it his blood she’s after?",9.99,"ROSARIO + VAMPIRE: SEASON II, VOL. 2",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531373.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421531372?tag=thenewyorktim-20,,,,,,14215313729781421531373
