List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2012-04-14,2012-04-29,1,0,2,0,0,142153598X,9781421535982,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,9.99,"BLEACH, VOL. 39",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535982.jpg,http://www.amazon.com/Bleach-Vol-39-Tite-Kubo/dp/142153598X?tag=thenewyorktim-20,,,,,,142153598X9781421535982
Manga,2012-04-14,2012-04-29,2,0,1,0,0,1421542625,9781421542621,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 7",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421542621.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421542625?tag=thenewyorktim-20,,,,,,14215426259781421542621
Manga,2012-04-14,2012-04-29,3,0,2,0,0,1421540509,9781421540504,VIZ Media,Life in a high school filled with werewolves and vampires continues.,9.99,"ROSARIO+VAMPIRE, SEASON II, VOL. 8",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540504.jpg,http://www.amazon.com/Rosario-Vampire-Season-Vol-Secret/dp/1421540509?tag=thenewyorktim-20,,,,,,14215405099781421540504
Manga,2012-04-14,2012-04-29,4,0,1,0,0,1595826696,9781595826695,Dark Horse Comics,"From the publisher: ""The Magic Knights journey to Cephiro once more, this time with a sense of duty.""",19.99,"MAGIC KNIGHT RAYEARTH 2, OMNIBUS EDITION",Clamp,by Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781595826695.jpg,http://www.amazon.com/Magic-Knight-Rayearth-Omnibus-Edition/dp/1595826696?tag=thenewyorktim-20,,,,,,15958266969781595826695
Manga,2012-04-14,2012-04-29,5,0,2,0,0,None,9781421539959,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry.,9.99,"BAKUMAN, VOL. 10",Tsugumi Ohba,by Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539959.jpg,http://www.amazon.com/Bakuman-Vol-10-Tsugumi-Ohba/dp/1421539950?tag=thenewyorktim-20,,,,,,
Manga,2012-04-14,2012-04-29,6,0,1,0,0,1935934171,9781935934172,"Seven Seas Entertainment, LLC","Running afoul of the most feared Taiga, the most feared girl in high school, has not been easy for Ryuji. Tensions have thawed, but now Minori, the girl Ryuji likes, thinks the former foes are a couple.",11.99,"TORADORA, VOL. 4",Yuyuko Takemiya,by Yuyuko Takemiya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935934172.jpg,http://www.amazon.com/Toradora-Vol-4-Yuyuko-Takemiya/dp/1935934171?tag=thenewyorktim-20,,,,,,19359341719781935934172
Manga,2012-04-14,2012-04-29,7,0,1,0,0,1421535386,9781421535388,VIZ Media,"From the publisher: ""Darkness covers the earth, and the world is under the control of evil."" Who will rise up to fight for good?",12.99,"20TH CENTURY BOYS, VOL. 20",Naoki Urasawa,by Naoki Urasawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535388.jpg,http://www.amazon.com/Naoki-Urasawas-20th-Century-Boys/dp/1421535386?tag=thenewyorktim-20,,,,,,14215353869781421535388
Manga,2012-04-14,2012-04-29,8,0,1,0,0,1421538989,9781421538983,VIZ Media,"Rikuo Nura is part human, part supernatural creature. But his future awaits: to be the leader of a demon clan.",9.99,"NURA: RISE OF THE YOKAI CLAN, VOL. 8",Hiroshi Shiibashi,by Hiroshi Shiibashi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538983.jpg,http://www.amazon.com/Nura-Rise-Yokai-Clan-Vol/dp/1421538989?tag=thenewyorktim-20,,,,,,14215389899781421538983
Manga,2012-04-14,2012-04-29,9,0,1,0,0,1612620787,9781612620787,Kodansha America,"Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",10.99,"SAYONARA, ZETSUBOU-SENSEI, VOL. 14",Koji Kumeta,by Koji Kumeta,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620787.jpg,http://www.amazon.com/Sayonara-Zetsubou-Sensei-14-Negative-Thinking/dp/1612620787?tag=thenewyorktim-20,,,,,,16126207879781612620787
Manga,2012-04-14,2012-04-29,10,0,2,0,0,None,9781421541082,VIZ Media,"Fame, romance and broken hearts.",9.99,"SKIP BEAT!, VOL. 27",Yoshiki Nakamura,by  Yoshiki Nakamura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421541082.jpg,http://www.amazon.com/Skip-Beat-Vol-Yoshiki-Nakamura/dp/1421541084?tag=thenewyorktim-20,,,,,,
