Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,0316189634,9780316189637,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human? In this volume: children are missing and Queen Victoria is not happy.,11.99,"BLACK BUTLER, VOL. 7",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316189637.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316189634?tag=thenewyorktim-20,,,,,,03161896349780316189637
2,0,1,0,0,0316132454,9780316132459,Yen Press,A mysterious disease has turned a high school’s student body into zombies. In this volume: a zombie rampage at the airport.,13.9,"HIGH SCHOOL OF THE DEAD, VOL. 4",Daisuke Sato and Shouji Sato,by Daisuke Sato and Shouji Sato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316132459.jpg,http://www.amazon.com/Highschool-Dead-Vol-Daisuke-Sato/dp/0316132454?tag=thenewyorktim-20,,,,,,03161324549780316132459
3,0,1,0,0,0316190330,9780316190336,Yen Press,"This series is about an incredibly positive young girl named Yotsuba. In this volume, she plays hide-and-seek with her father.",11.99,"YOTSUBA&!, VOL. 10",Kiyohiko Azuma,by Kiyohiko Azuma,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316190336.jpg,http://www.amazon.com/Yotsuba-Vol-10-Kiyohiko-Azuma/dp/0316190330?tag=thenewyorktim-20,,,,,,03161903309780316190336
4,0,1,0,0,0316071102,9780316071109,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",11.99,"SOUL EATER, VOL. 7",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316071109.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0316071102?tag=thenewyorktim-20,,,,,,03160711029780316071109
5,0,1,0,0,1935654217,9781935654216,Vertical Inc.,"Chi, a kitten with a nose for adventure, gets lost in the rain and must struggle to find food and shelter.",13.95,"CHI'S SWEET HOME, VOL. 7",Konami Kanata,by Konami Kanata,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654216.jpg,http://www.amazon.com/Chis-Sweet-Home-Konami-Kanata/dp/1935654217?tag=thenewyorktim-20,,,,,,19356542179781935654216
6,0,1,0,0,0316194476,9780316194471,Yen Press,"Kraft Lawrence, a young merchant finds himself with a companion: Holo, the Wolf-God of the harvest.",12.99,"SPICE AND WOLF, VOL. 5",Isuna Hasekura and Keito Koume,by Isuna Hasekura and Keito Koume,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316194471.jpg,http://www.amazon.com/Spice-Wolf-Vol-5-Manga/dp/0316194476?tag=thenewyorktim-20,,,,,,03161944769780316194471
7,0,1,0,0,0316076163,9780316076166,Yen Press,"Oz, who is condemned for a mysterious sin, begins to learn more about the past.",11.99,"PANDORA HEARTS, VOL. 7",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076166.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076163?tag=thenewyorktim-20,,,,,,03160761639780316076166
8,0,1,0,0,1935429817,9781935429814,Kodansha Comics,"Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",10.99,"SAYONARA, ZETSUBOU-SENSEI, VOL. 11",Koji Kumeta,by Koji Kumeta,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429814.jpg,http://www.amazon.com/Sayonara-Zetsubou-Sensei-11-Negative-Thinking/dp/1935429817?tag=thenewyorktim-20,,,,,,19354298179781935429814
9,0,1,0,0,1935654276,9781935654278,Vertical Inc.,This series is about the son of a wine critic who must identify 12 wines in order to claim an inheritance.,14.95,"DROPS OF GOD, VOL. 1",Tadashi Agi,by Tadashi Agi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654278.jpg,http://www.amazon.com/Drops-God-Volume-01-Gouttes/dp/1935654276?tag=thenewyorktim-20,,,,,,19356542769781935654278
10,0,1,0,0,0316123846,9780316123846,Yen Press,"This small town is filled with intrigue and murder. In this volume, Rena Ryugu must come to terms with her father’s new lover.",11.99,"HIGURASHI WHEN THEY CRY, ATONEMENT ARC, VOL. 1",Ryukishi07,by Ryukishi07,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316123846.jpg,http://www.amazon.com/Higurashi-When-They-Cry-Atonement/dp/0316123846?tag=thenewyorktim-20,,,,,,03161238469780316123846
