List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2014-08-02,2014-08-17,1,0,2,0,0,0316376701,9780316376709,Yen Press,"Ciel has earned a seat at the Midnight Tea Party, where he will finally get a look at Weston’s enigmatic headmaster.",0,"BLACK BUTLER, VOL. 17",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316376709.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316376701?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,2,0,2,0,0,0316376663,9780316376662,Yen Press,"At the Death Weapon Meister Academy, Tsugumi Harudori joins the N.O.T. (Normally Overcome Target) class so she can gain better control of her powers and defend her friends.",0,"SOUL EATER NOT!, VOL. 3",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316376662.jpg,http://www.amazon.com/Soul-Eater-NOT-Vol-3/dp/0316376663?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,3,0,1,0,0,0316376728,9780316376723,Yen Press,"Staz is no closer to restoring Fuyumi to her human body and now, he has to deal with his father, who has been resurrected by Braz.",0,"BLOOD LAD, VOL. 5",Yuuki Kodama,by Yuuki Kodama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316376723.jpg,http://www.amazon.com/Blood-Lad-Vol-Yuuki-Kodama/dp/0316376728?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,4,0,2,0,0,0316406961,9780316406963,Yen Press,Maka stretches her soul perception ability to the limit so she can find Crona anywhere on the planet. But will she be able to reach Crona before Shinigami?,0,"SOUL EATER, VOL. 21",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316406963.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0316406961?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,5,0,60,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,6,0,5,0,0,1421569485,9781421569482,VIZ Media,The ninja war rages on and Naruto is joined by his father in the effort to defeat Obito and Madara.,0,"NARUTO, VOL. 66",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421569482.jpg,http://www.amazon.com/Naruto-Vol-66-Masashi-Kishimoto/dp/1421569485?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,7,0,1,0,0,0316376787,9780316376785,Yen Press,"In this final volume, Himari goes on a rampage and only Yuto can stop her!",0,"OMAMORI HIMARI, VOL. 12",Milan Matra,by Milan Matra,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316376785.jpg,http://www.amazon.com/Omamori-Himari-Vol-Milan-Matra/dp/0316376787?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,8,0,2,0,0,0316376744,9780316376747,Yen Press,Tomoko Kuroki comes to a harsh realization when she begins high school: she’s horribly unpopular!,0,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 4",Nico Tanigawa,by Nico Tanigawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316376747.jpg,http://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316376744?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,9,0,24,0,0,1612620264,9781612620268,Kodansha Comics,"Mankind has gone into hiding to escape the giant humanoids known as the Titans. In this volume, what happens when a human boy becomes a Titan?",0,"ATTACK ON TITAN, VOL. 3",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620268.jpg,http://www.amazon.com/Attack-Titan-3-Hajime-Isayama/dp/1612620264?tag=thenewyorktim-20,,,,,
Manga,2014-08-02,2014-08-17,10,0,6,0,0,1612629415,9781612629414,Kodansha Comics,The origins of the Survey Corps leaders Levi and Erwin are told in this spin–off series.,0,"ATTACK ON TITAN: NO REGRETS, VOL. 1","Gun Snark, Hikaru Suruga and Hajime Isayama","by Gun Snark, Hikaru Suruga and Hajime Isayama",,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612629414.jpg,http://www.amazon.com/Attack-Titan-No-Regrets-1/dp/1612629415?tag=thenewyorktim-20,,,,,
