Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,0345521595,9780345521590,Del Rey,"Can Negi win the tournament of champions against Jack Ravan, a martial arts legend?",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 27",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345521590.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-Vol/dp/0345521595?tag=thenewyorktim-20,,,,,,03455215959780345521590
2,0,1,0,0,0345520718,9780345520715,Del Rey,"The plot thickens with dimension hopping, a witch and Syaoran gets the shock of her life.",10.99,"TSUBASA: RESEVOIR CHRONICLE, VOL. 27",Clamp,by  Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345520715.jpg,http://www.amazon.com/Tsubasa-Reservoir-Chronicle-Vol-27/dp/0345520718?tag=thenewyorktim-20,,,,,,03455207189780345520715
3,2,9,0,0,1421534746,9781421534749,VIZ Media,"The origins and true nature of Pain, Naruto’s arch nemesis, are revealed.",9.99,"NARUTO, VOL. 48",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534749.jpg,http://www.amazon.com/Naruto-Vol-48-Cheering-Village/dp/1421534746?tag=thenewyorktim-20,,,,,,14215347469781421534749
4,0,1,0,0,1421536307,9781421536309,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right.,9.99,"FULLMETAL ALCHEMIST, VOL. 23",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421536309.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421536307?tag=thenewyorktim-20,,,,,,14215363079781421536309
5,0,1,0,0,0345520823,9780345520821,Del Rey,Amu stumbles onto a new guardian egg whose power is to make dreams come true. Can she prevent it from falling into the wrong hands?,10.99,SHUGO CHARA! 9,Peach-Pit,by Peach-Pit,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345520821.jpg,http://www.amazon.com/Shugo-Chara-9-Peach-Pit/dp/0345520823?tag=thenewyorktim-20,,,,,,03455208239780345520821
6,3,4,0,0,1421535653,9781421535654,VIZ Media,"Haruhi, a poor girl at a rich school, is forced to work – as a boy – for the school’s all-male club. The series is described as a “romantic comedy.”",9.99,"OURAN HIGH SCHOOL HOST CLUB, VOL. 14",Bisco Hatori,by Bisco Hatori,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535654.jpg,http://www.amazon.com/Ouran-High-School-Host-Club/dp/1421535653?tag=thenewyorktim-20,,,,,,14215356539781421535654
7,4,9,0,0,1421535696,9781421535692,VIZ Media,The battle for Cross Academy continues as Headmaster Cross enters the fray.,9.99,"VAMPIRE KNIGHT, VOL. 10",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535692.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421535696?tag=thenewyorktim-20,,,,,,14215356969781421535692
8,0,1,0,0,1401224814,9781401224813,DC Comics,"Two American boys, both obsessed with computer games and manga, find themselves in Tokyo and unable to get home. Adventures ensue!",10.99,"MEGATOKYO, VOL. 6",Fred Gallagher,by Fred Gallagher,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781401224813.jpg,http://www.amazon.com/Megatokyo-Vol-6-Fred-Gallagher/dp/1401224814?tag=thenewyorktim-20,,,,,,14012248149781401224813
9,0,1,0,0,0316102326,9780316102322,Yen Press,"A young merchant finds himself with a companion: Holo, the Wolf-God of the harvest, and encounter some business opportunities.",12.99,"SPICE AND WOLF, VOL. 2",Isuna Hasekura and Keito Koume,by Isuna Hasekura and Keito Koume,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316102322.jpg,http://www.amazon.com/Spice-Wolf-Manga-Vol-2/dp/0316102326?tag=thenewyorktim-20,,,,,,03161023269780316102322
10,0,10,0,0,0316084255,9780316084253,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,10.99,"BLACK BUTLER, VOL. 2",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084253.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084255?tag=thenewyorktim-20,,,,,,03160842559780316084253
