List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2010-08-08,2010-08-22,1,0,1,0,0,0061688673,9780061688676,TOKYOPOP,Ravenpaw’s life on the farm is threatened by some rogue cats seeking shelter.,6.99,"WARRIORS: RAVENPAW’S PATH, VOL. 3",Erin Hunter and James Barry,by Erin Hunter and James Barry,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780061688676.jpg,http://www.amazon.com/Warriors-Ravenpaws-Path-Heart-Warrior/dp/0061688673?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,2,0,1,0,0,1421531372,9781421531373,VIZ Media,"Tsukune Aono’s new school is filled with vampires and werewolves. And the girl he is interested seems to have eyes for him, but is it his blood she’s after?",9.99,"ROSARIO + VAMPIRE: SEASON II, VOL. 2",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531373.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421531372?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,3,0,1,0,0,1421527685,9781421527680,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 5",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527680.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421527685?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,4,0,1,0,0,1427816875,9781427816870,TOKYOPOP,"This manga series features the further adventures of the characters from the 1986 film “Labyrinth,” directed by Jim Henson. Toby may have returned home at the end of the movie, but now the Goblin King wants him back.",12.99,"RETURN TO LABYRINTH, VOL. 4",Jake T Forbes and Chris Lie,by Jake T. Forbes and Chris Lie,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427816870.jpg,http://www.amazon.com/Return-Labyrinth-Volume-Jim-Hensons/dp/1427816875?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,5,1,2,0,0,0345521595,9780345521590,Del Rey,"Can Negi win the tournament of champions against Jack Ravan, a martial arts legend?",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 27",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345521590.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-Vol/dp/0345521595?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,6,0,1,0,0,1421535130,9781421535135,VIZ Media,"This manga series is about Moritaka Mashiro, who enjoys drawing and Akito Takagi, a would-be writer, who team up to create a manga series. Will they survive the world of publishing?",9.99,"BAKUMAN, VOL. 1",Tsugumi Ohba and Takeshi Obata,by Tsugumi Ohba and Takeshi Obata,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535135.jpg,http://www.amazon.com/Bakuman-Vol-1-Tsugumi-Ohba/dp/1421535130?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,7,3,10,0,0,1421534746,9781421534749,VIZ Media,"The origins and true nature of Pain, Naruto’s arch nemesis, are revealed.",9.99,"NARUTO, VOL. 48",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534749.jpg,http://www.amazon.com/Naruto-Vol-48-Cheering-Village/dp/1421534746?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,8,0,1,0,0,1421535432,9781421535432,VIZ Media,"The protagonist: 15-year-old Allen Walker. The setting: 19th century England. His mission: to find Innocence, a substance used to create weapons to destroy the akuma demons.",9.99,"D. GRAY-MAN, VOL. 18",Katsura Hoshino,by Katsura Hoshino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535432.jpg,http://www.amazon.com/D-Gray-Man-Vol-Katsura-Hoshino/dp/1421535432?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,9,4,2,0,0,1421536307,9781421536309,VIZ Media,Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right.,9.99,"FULLMETAL ALCHEMIST, VOL. 23",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421536309.jpg,http://www.amazon.com/Fullmetal-Alchemist-Vol-Hiromu-Arakawa/dp/1421536307?tag=thenewyorktim-20,,,,,
Manga,2010-08-08,2010-08-22,10,0,1,0,0,1421532700,9781421532707,VIZ Media,"A woman’s work is never done: Can Kyoko balance revenge, a career and her own happiness?",9.99,"SKIP BEAT!, VOL. 21",Yoshiki Nakamura,by Yoshiki Nakamura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421532707.jpg,http://www.amazon.com/Skip-Beat-Vol-Yoshiki-Nakamura/dp/1421532700?tag=thenewyorktim-20,,,,,
