List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2011-08-27,2011-09-11,1,0,4,0,0,142153925X,9781421539256,VIZ Media,The next generation of Yu-Gi-Oh battle it out at the Duel Academy. The semifinal round is here. Will the mysterious (and evil) David Rabb ruin everything?,9.99,"YU-GI-OH! GX, VOL. 7",Naoyuki Kageyama,by Naoyuki Kageyama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539256.jpg,http://www.amazon.com/Yu-Gi-Oh-GX-Vol-Naoyuki-Kageyama/dp/142153925X?tag=thenewyorktim-20,,,,,,142153925X9781421539256
Manga,2011-08-27,2011-09-11,2,0,4,0,0,1421540347,9781421540344,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 3",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540344.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540347?tag=thenewyorktim-20,,,,,,14215403479781421540344
Manga,2011-08-27,2011-09-11,3,0,4,0,0,1421540193,9781421540191,VIZ Media,"Two brothers harmed in a ritual that was half magic/half science seek the legendary Philosopher’s Stone to make things right. This edition collects volumes four, five and six of the regular series.",14.99,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2",Hiromu Arakawa,by Hiromu Arakawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540191.jpg,http://www.amazon.com/Fullmetal-Alchemist-3-1-Edition/dp/1421540193?tag=thenewyorktim-20,,,,,,1421540193978142154019114215401859781421540184
Manga,2011-08-27,2011-09-11,4,0,4,0,0,1421538245,9781421538242,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry. Do they have what it takes?,9.99,"BAKUMAN, VOL. 6",Tsugumi Ohba,by Tsugumi Ohba,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538242.jpg,http://www.amazon.com/Bakuman-Vol-6-Tsugumi-Ohba/dp/1421538245?tag=thenewyorktim-20,,,,,,14215382459781421538242
Manga,2011-08-27,2011-09-11,5,0,21,0,0,1421534754,9781421534756,VIZ Media,"Poor Naruto: he must cope with a ninja summit and a target on the back of his good friend, Sasuke.",9.99,"NARUTO, VOL. 49",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421534756.jpg,http://www.amazon.com/Naruto-Vol-49-Gokage-Commences/dp/1421534754?tag=thenewyorktim-20,,,,,,14215347549781421534756
Manga,2011-08-27,2011-09-11,6,0,3,0,0,1421539934,9781421539935,VIZ Media,"Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife. This edition contains volumes 4, 5 and 6 and features a story about a reality show with live exorcisms.",14.99,"BLEACH (3-IN-1 EDITION), VOL. 2",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421539935.jpg,http://www.amazon.com/Bleach-3-1-Edition-Vol/dp/1421539934?tag=thenewyorktim-20,,,,,,14215399349781421539935
Manga,2011-08-27,2011-09-11,7,0,1,0,0,1421531321,9781421531328,VIZ Media,"High school gets more difficult when Yamato discovers the puppet named Ultimo, who comes to life just in time for his nemesis Vice to arrive.",9.99,"KARAKURIDOJI ULTIMO, VOL. 1",Stan Lee and Hiroyuki Takei,by Stan Lee and Hiroyuki Takei,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531328.jpg,http://www.amazon.com/ULTIMO-Vol-1-Hiroyuki-Takei/dp/1421531321?tag=thenewyorktim-20,,,,,,1421531321978142153132814215395279781421539522
Manga,2011-08-27,2011-09-11,8,0,1,0,0,0316187623,9780316187626,Yen Press,"This is the third volume of adventures for this after-school music club, but Mio is still getting stage fright. Will a part-time job help cure her shyness?",11.99,"K-ON, VOL. 3",kakifly,by kakifly,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316187626.jpg,http://www.amazon.com/K-ON-Vol-3-kakifly/dp/0316187623?tag=thenewyorktim-20,,,,,,03161876239780316187626
Manga,2011-08-27,2011-09-11,9,0,1,0,0,1935429620,9781935429623,Kodansha Comics,"The first three volumes of the Negima! saga are collected here in which Negi Springfield, a recent graduate from a wizard academy, begins teaching at an all-girls high school.",19.99,"NEGIMA! MAGISTER NEGI MAGI, OMNIBUS 1",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935429623.jpg,http://www.amazon.com/Negima-Omnibus-Magister-Negi-Magi/dp/1935429620?tag=thenewyorktim-20,,,,,,19354296209781935429623
Manga,2011-08-27,2011-09-11,10,0,22,0,0,1421533057,9781421533056,VIZ Media,"Naruto learns more secrets from his past and moves closer to discovering the identity of his nemesis, Pain.",9.99,"NARUTO, VOL. 47",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533056.jpg,http://www.amazon.com/Naruto-Vol-47-Seal-Destroyed/dp/1421533057?tag=thenewyorktim-20,,,,,,14215330579781421533056
