Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,1,2,0,0,1421535807,9781421535807,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 8",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535807.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji-ebook/dp/B00F3HJPYM?tag=thenewyorktim-20,,,,,,14215358079781421535807
2,2,3,0,0,0759529701,9780759529700,Yen Press,"Isn’t being a kid hard enough? For this group, who are also part bird, nothing comes easy. In this volume: has the temporary safe haven dulled their edge? No worries, there are secrets even here.",12.99,"MAXIMUM RIDE, VOL. 4",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529700.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/0759529701?tag=thenewyorktim-20,,,,,,07595297019780759529700
3,3,3,0,0,0316084298,9780316084291,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human? In this volume: a curry battle to the finish!,11.99,"BLACK BUTLER, VOL. 5",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316084291.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316084298?tag=thenewyorktim-20,,,,,,03160842989780316084291
4,4,2,0,0,1421537931,9781421537931,VIZ Media,This series is about grade-school boys who want to become professionals in the manga industry. Do they have what it takes?,9.99,"BAKUMAN, VOL. 4",Tsugumi Ohba and Takeshi Obata,by Tsugumi Ohba and Takeshi Obata,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421537931.jpg,http://www.amazon.com/Bakuman-Vol-4-Tsugumi-Ohba/dp/1421537931?tag=thenewyorktim-20,,,,,,14215379319781421537931
5,5,6,0,0,1421540320,9781421540320,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,9.99,"BLUE EXORCIST, VOL. 1",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421540320.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421540320?tag=thenewyorktim-20,,,,,,14215403209781421540320
6,9,6,0,0,1421535440,9781421535449,VIZ Media,Life in a high school filled with werewolves and vampires continues.,9.99,"ROSARIO + VAMPIRE: SEASON II, VOL. 4",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535449.jpg,http://www.amazon.com/Rosario-Vampire-Season-II-Vol/dp/1421535440?tag=thenewyorktim-20,,,,,,14215354409781421535449
7,7,3,0,0,0316076120,9780316076128,Yen Press,"Oz, who is condemned to an abyss for a mysterious sin, sets out to investigate with an Alice, an equally mysterious girl he met in exile. In this volume: As Oz gets closer to the truth, will he unleash a greater danger?",11.99,"PANDORA HEARTS, VOL. 5",Jun Mochizuki,by Jun Mochizuki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316076128.jpg,http://www.amazon.com/Pandora-Hearts-Vol-Jun-Mochizuki/dp/0316076120?tag=thenewyorktim-20,,,,,,03160761209780316076128
8,10,3,0,0,031613239X,9780316132398,Yen Press,"A mysterious disease has turned a high school’s student body into zombies. In this volume: the world outside the school seems safe, for now, but anarchy rules.",13.99,"HIGH SCHOOL OF THE DEAD, VOL. 2",Daisuke Sato and Shouji Sato,by Daisuke Sato and Shouji Sato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316132398.jpg,http://www.amazon.com/Highschool-Dead-Vol-Daisuke-Sato/dp/031613239X?tag=thenewyorktim-20,,,,,,031613239X9780316132398
9,6,2,0,0,142153830X,9781421538303,VIZ Media,"Asuka Masamune, one his school’s jocks, is hiding a secret. He really likes cooking, manga for girls and sewing. Will him falling for Ryo Miyakozuka, the daughter of a martial artist, help him?",9.99,"OTOMEN, VOL. 10",Aya Kanno,by Aya Kanno,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538303.jpg,http://www.amazon.com/Otomen-Vol-10-Aya-Kanno/dp/142153830X?tag=thenewyorktim-20,,,,,,142153830X9781421538303
10,0,1,0,0,1421538385,9781421538389,VIZ Media,Another Romeo and Juliet tale: Mizuki is the the lead guitarist in an all-girl rock band. Akira is from an all-boy school and wants to join. Can they become band mates and something more?,12.99,"AI ORE-LOVE ME!, VOL. 1",Mayu Shinjo,by Mayu Shinjo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421538389.jpg,http://www.amazon.com/Ai-Ore-Love-Me-Vol/dp/1421538385?tag=thenewyorktim-20,,,,,,14215383859781421538389
